Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Leptodactylus_fuscus	0.181333333	0.458666667	4265.625	4804.6875	8673	0
2	Spectrogram 1	1	Leptodactylus_fuscus	0.693333333	1.024	4007.8125	4992.1875	8674	0
3	Spectrogram 1	1	Leptodactylus_fuscus	1.269333333	1.557333333	4265.625	4804.6875	8676	0
4	Spectrogram 1	1	Nyctidromus_albicollis	1.653333333	2.378666667	1031.25	2671.875	8677	1
5	Spectrogram 1	1	Leptodactylus_fuscus	1.770666667	2.016	4265.625	4804.6875	8678	0
6	Spectrogram 1	1	Leptodactylus_fuscus	2.261333333	2.496	4171.875	4945.3125	8679	0
7	Spectrogram 1	1	Leptodactylus_fuscus	2.805333333	3.114666667	4007.8125	4804.6875	8681	0
8	Spectrogram 1	1	Leptodactylus_fuscus	3.434666667	3.616	4289.0625	4734.375	8684	0
9	Spectrogram 1	1	Leptodactylus_fuscus	3.872	4.16	4148.4375	4968.75	8686	0
10	Spectrogram 1	1	Leptodactylus_fuscus	4.768	5.002666667	4476.5625	4804.6875	8689	0
11	Spectrogram 1	1	Leptodactylus_fuscus	5.301333333	5.514666667	4453.125	4804.6875	8691	0
12	Spectrogram 1	1	Leptodactylus_fuscus	5.568	5.909333333	4171.875	4734.375	8693	0
13	Spectrogram 1	1	Leptodactylus_fuscus	6.176	6.357333333	4289.0625	4804.6875	8697	0
14	Spectrogram 1	1	Leptodactylus_fuscus	6.688	6.933333333	4242.1875	4757.8125	8699	0
15	Spectrogram 1	1	Leptodactylus_fuscus	8.512	8.821333333	4054.6875	5343.75	8707	0
16	Spectrogram 1	1	Leptodactylus_fuscus	9.056	9.301333333	4054.6875	4781.25	8708	0
17	Spectrogram 1	1	Leptodactylus_fuscus	9.44	9.76	4265.625	4804.6875	8711	0
18	Spectrogram 1	1	Leptodactylus_fuscus	10.058666667	10.336	4148.4375	4875.0	8715	0
19	Spectrogram 1	1	Leptodactylus_fuscus	11.029333333	11.285333333	4453.125	4781.25	8721	0
20	Spectrogram 1	1	Leptodactylus_fuscus	11.808	12.010666667	4429.6875	4804.6875	8729	0
21	Spectrogram 1	1	Leptodactylus_fuscus	12.277333333	12.533333333	4148.4375	4921.875	8730	0
22	Spectrogram 1	1	Leptodactylus_fuscus	13.056	13.514666667	4031.25	4828.125	8735	0
23	Spectrogram 1	1	Leptodactylus_fuscus	13.909333333	14.165333333	4125.0	4968.75	8738	0
24	Spectrogram 1	1	Leptodactylus_fuscus	14.410666667	14.645333333	4453.125	4804.6875	8741	0
25	Spectrogram 1	1	Leptodactylus_fuscus	14.976	15.168	4476.5625	4945.3125	8744	0
26	Spectrogram 1	1	Leptodactylus_fuscus	15.477333333	15.722666667	4125.0	4851.5625	8747	0
27	Spectrogram 1	1	Leptodactylus_fuscus	16.362666667	16.554666667	4476.5625	4828.125	8751	0
28	Spectrogram 1	1	Leptodactylus_fuscus	16.853333333	17.216	4054.6875	4968.75	8754	0
29	Spectrogram 1	1	Leptodactylus_fuscus	18.592	18.912	4125.0	5015.625	8763	0
30	Spectrogram 1	1	Leptodactylus_fuscus	19.029333333	19.253333333	4476.5625	4828.125	8765	0
31	Spectrogram 1	1	Leptodactylus_fuscus	19.402666667	19.829333333	4054.6875	4945.3125	8767	0
32	Spectrogram 1	1	Leptodactylus_fuscus	20.181333333	20.48	4546.875	4968.75	8770	0
33	Spectrogram 1	1	Leptodactylus_fuscus	20.576	21.237333333	4171.875	4968.75	8774	0
34	Spectrogram 1	1	Leptodactylus_fuscus	21.536	21.792	4453.125	4945.3125	8781	0
35	Spectrogram 1	1	Leptodactylus_fuscus	21.941333333	22.176	4453.125	4851.5625	8783	0
36	Spectrogram 1	1	Leptodactylus_fuscus	22.4	22.752	4148.4375	4968.75	8786	0
37	Spectrogram 1	1	Leptodactylus_fuscus	23.029333333	23.370666667	4500.0	4945.3125	8790	0
38	Spectrogram 1	1	Leptodactylus_fuscus	23.637333333	23.957333333	4476.5625	4968.75	8793	0
39	Spectrogram 1	1	Leptodactylus_fuscus	24.181333333	24.608	4078.125	4945.3125	8802	0
40	Spectrogram 1	1	Leptodactylus_fuscus	24.725333333	24.853333333	4171.875	4757.8125	8806	0
41	Spectrogram 1	1	Leptodactylus_fuscus	25.088	25.44	4289.0625	4945.3125	8807	0
42	Spectrogram 1	1	Leptodactylus_fuscus	25.813333333	26.122666667	4101.5625	4968.75	8812	0
43	Spectrogram 1	1	Leptodactylus_fuscus	26.442666667	26.613333333	4476.5625	4804.6875	8813	0
44	Spectrogram 1	1	Leptodactylus_fuscus	27.168	27.690666667	3984.375	4968.75	8816	0
45	Spectrogram 1	1	Leptodactylus_fuscus	27.936	28.117333333	4453.125	4804.6875	8824	0
46	Spectrogram 1	1	Leptodactylus_fuscus	28.778666667	29.077333333	4007.8125	4992.1875	8827	0
47	Spectrogram 1	1	Leptodactylus_fuscus	29.450666667	29.728	4523.4375	4945.3125	8829	0
48	Spectrogram 1	1	Leptodactylus_fuscus	30.304	30.613333333	4148.4375	5015.625	8832	0
49	Spectrogram 1	1	Leptodactylus_fuscus	30.901333333	31.242666667	4265.625	4945.3125	8837	0
50	Spectrogram 1	1	Leptodactylus_fuscus	31.370666667	31.541333333	4171.875	4757.8125	8840	0
51	Spectrogram 1	1	Leptodactylus_fuscus	31.722666667	32.021333333	4125.0	5109.375	8844	0
52	Spectrogram 1	1	Leptodactylus_fuscus	32.234666667	33.013333333	4078.125	5109.375	8848	0
53	Spectrogram 1	1	Nyctidromus_albicollis	33.248	34.218666667	1007.8125	3421.875	8854	0
54	Spectrogram 1	1	Leptodactylus_fuscus	33.258666667	34.197333333	3679.6875	4992.1875	8855	0
55	Spectrogram 1	1	Leptodactylus_fuscus	34.336	34.773333333	4312.5	4945.3125	8860	0
56	Spectrogram 1	1	Leptodactylus_fuscus	34.858666667	35.072	4148.4375	5015.625	8862	0
57	Spectrogram 1	1	Leptodactylus_fuscus	35.232	35.509333333	4500.0	4921.875	8863	0
58	Spectrogram 1	1	Leptodactylus_fuscus	35.626666667	36.064	3445.3125	5320.3125	8865	1
59	Spectrogram 1	1	Leptodactylus_fuscus	36.672	37.002666667	4101.5625	4968.75	8870	0
60	Spectrogram 1	1	Leptodactylus_fuscus	37.354666667	37.642666667	4453.125	4945.3125	8872	0
61	Spectrogram 1	1	Leptodactylus_fuscus	37.824	38.314666667	4242.1875	4968.75	8873	0
62	Spectrogram 1	1	Leptodactylus_fuscus	38.389333333	39.136	4101.5625	5015.625	8875	0
63	Spectrogram 1	1	Leptodactylus_fuscus	40.053333333	40.629333333	4078.125	4968.75	8885	0
64	Spectrogram 1	1	Leptodactylus_fuscus	40.768	41.248	4218.75	4945.3125	8888	0
65	Spectrogram 1	1	Leptodactylus_fuscus	41.642666667	42.058666667	4101.5625	5085.9375	8895	0
66	Spectrogram 1	1	Leptodactylus_fuscus	42.634666667	42.954666667	4289.0625	4945.3125	8899	0
67	Spectrogram 1	1	Leptodactylus_fuscus	43.178666667	43.669333333	4265.625	4945.3125	8902	0
68	Spectrogram 1	1	Leptodactylus_fuscus	43.829333333	43.968	4148.4375	4992.1875	8905	0
69	Spectrogram 1	1	Leptodactylus_fuscus	44.064	44.437333333	4125.0	5109.375	8908	0
70	Spectrogram 1	1	Leptodactylus_fuscus	44.64	45.088	4242.1875	4968.75	8911	0
71	Spectrogram 1	1	Leptodactylus_fuscus	45.162666667	45.408	4078.125	5015.625	8914	0
72	Spectrogram 1	1	Leptodactylus_fuscus	45.6	46.250666667	4218.75	4921.875	8915	0
73	Spectrogram 1	1	Leptodactylus_fuscus	46.410666667	46.869333333	4148.4375	4945.3125	8920	0
74	Spectrogram 1	1	Leptodactylus_fuscus	47.061333333	47.413333333	4265.625	4945.3125	8923	0
75	Spectrogram 1	1	Leptodactylus_fuscus	47.584	48.202666667	4289.0625	4968.75	8926	0
76	Spectrogram 1	1	Leptodactylus_fuscus	48.266666667	48.682666667	4148.4375	4804.6875	8929	0
77	Spectrogram 1	1	Leptodactylus_fuscus	48.778666667	49.045333333	4218.75	4968.75	8932	0
78	Spectrogram 1	1	Leptodactylus_fuscus	49.12	49.429333333	4265.625	4875.0	8934	0
79	Spectrogram 1	1	Leptodactylus_fuscus	49.653333333	49.952	4031.25	4968.75	8937	0
80	Spectrogram 1	1	Leptodactylus_fuscus	50.144	50.357333333	4265.625	4804.6875	8942	0
