Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Boana_platanera	10.069333333	10.261333333	1453.125	1968.75	4559	0
2	Spectrogram 1	1	Leptodactylus_fuscus	43.701333333	44.117333333	2085.9375	2648.4375	4613	0
3	Spectrogram 1	1	Leptodactylus_fuscus	44.512	44.842666667	2132.8125	2671.875	4615	0
4	Spectrogram 1	1	Leptodactylus_fuscus	45.376	45.504	2109.375	2953.125	4619	0
5	Spectrogram 1	1	Dendroplex_picus	45.973333333	48.277333333	609.375	3070.3125	4620	1
6	Spectrogram 1	1	Leptodactylus_fuscus	52.021333333	52.138666667	2320.3125	3046.875	4636	1
7	Spectrogram 1	1	Leptodactylus_fuscus	52.512	52.714666667	1875.0	2531.25	4637	0
8	Spectrogram 1	1	Leptodactylus_fuscus	52.938666667	53.12	1640.625	2601.5625	4639	0
9	Spectrogram 1	1	Leptodactylus_fuscus	53.429333333	53.728	1593.75	2671.875	4642	0
10	Spectrogram 1	1	Leptodactylus_fuscus	54.154666667	54.474666667	1664.0625	2625.0	4644	0
11	Spectrogram 1	1	Leptodactylus_fuscus	54.645333333	54.88	1593.75	2531.25	4646	0
12	Spectrogram 1	1	Leptodactylus_fuscus	56.224	56.373333333	2062.5	2695.3125	4652	0
13	Spectrogram 1	1	Leptodactylus_fuscus	56.48	56.757333333	2015.625	2671.875	4653	0
14	Spectrogram 1	1	Leptodactylus_fuscus	56.874666667	57.066666667	1875.0	2695.3125	4655	0
15	Spectrogram 1	1	Leptodactylus_fuscus	57.365333333	57.493333333	2015.625	2648.4375	4657	0
16	Spectrogram 1	1	Leptodactylus_fuscus	57.76	57.973333333	1570.3125	2671.875	4659	0
17	Spectrogram 1	1	Leptodactylus_fuscus	58.378666667	58.506666667	1945.3125	2812.5	4661	0
18	Spectrogram 1	1	Leptodactylus_fuscus	58.805333333	58.997333333	1992.1875	2835.9375	4662	0
19	Spectrogram 1	1	Leptodactylus_fuscus	59.264	59.584	1757.8125	2718.75	4663	0
20	Spectrogram 1	1	Leptodactylus_fuscus	59.669333333	59.989333333	1617.1875	2789.0625	4665	0
