Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Leptodactylus_fuscus	0.010666667	0.149333333	1664.0625	2414.0625	7855	0
2	Spectrogram 1	1	Leptodactylus_fuscus	0.608	0.725333333	1875.0	2507.8125	7856	0
3	Spectrogram 1	1	Leptodactylus_fuscus	1.653333333	1.781333333	1921.875	2484.375	7859	0
4	Spectrogram 1	1	Leptodactylus_fuscus	2.272	2.421333333	1710.9375	2484.375	7861	0
5	Spectrogram 1	1	Leptodactylus_fuscus	2.933333333	3.061333333	2132.8125	2671.875	7862	0
6	Spectrogram 1	1	Leptodactylus_fuscus	4.352	4.533333333	2039.0625	2507.8125	7868	0
7	Spectrogram 1	1	Leptodactylus_fuscus	4.992	5.130666667	1757.8125	2531.25	7870	0
8	Spectrogram 1	1	Leptodactylus_fuscus	7.2	7.349333333	1851.5625	2554.6875	7880	0
9	Spectrogram 1	1	Leptodactylus_fuscus	8.330666667	8.490666667	2039.0625	2578.125	7881	0
10	Spectrogram 1	1	Leptodactylus_fuscus	8.96	9.077333333	1781.25	2484.375	7885	0
11	Spectrogram 1	1	Leptodactylus_fuscus	9.6	9.738666667	1804.6875	2578.125	7886	0
12	Spectrogram 1	1	Leptodactylus_fuscus	10.06933333	10.29333333	1804.6875	2507.8125	7888	0
13	Spectrogram 1	1	Leptodactylus_fuscus	11.264	11.41333333	2179.6875	2578.125	7892	0
14	Spectrogram 1	1	Leptodactylus_fuscus	12.53333333	12.77866667	1265.625	2578.125	7897	1
15	Spectrogram 1	1	Leptodactylus_fuscus	13.024	13.19466667	1523.4375	2554.6875	7903	0
16	Spectrogram 1	1	Leptodactylus_fuscus	13.664	13.792	1828.125	2507.8125	7904	0
17	Spectrogram 1	1	Leptodactylus_fuscus	14.944	15.09333333	1828.125	2531.25	7908	0
18	Spectrogram 1	1	Leptodactylus_fuscus	16.608	16.78933333	1687.5	2625.0	7911	0
19	Spectrogram 1	1	Leptodactylus_fuscus	17.92	18.03733333	2039.0625	2578.125	7914	0
20	Spectrogram 1	1	Leptodactylus_fuscus	21.20533333	21.344	1828.125	2625.0	7927	0
