Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Boana_platanera	1.066666667	1.226666667	1406.25	1828.125	293	0
2	Spectrogram 1	1	Boana_platanera	1.365333333	1.696	1453.125	1804.6875	294	0
3	Spectrogram 1	1	Boana_platanera	2.890666667	3.050666667	1335.9375	1828.125	297	0
4	Spectrogram 1	1	Boana_platanera	3.626666667	3.904	1406.25	1851.5625	298	0
5	Spectrogram 1	1	Boana_platanera	4.544	4.725333333	1406.25	1851.5625	300	0
6	Spectrogram 1	1	Boana_platanera	5.152	5.301333333	1406.25	1828.125	301	0
7	Spectrogram 1	1	Boana_platanera	6.325333333	6.517333333	1125.0	1992.1875	305	0
8	Spectrogram 1	1	Boana_platanera	7.84	7.989333333	1335.9375	1851.5625	308	0
9	Spectrogram 1	1	Boana_platanera	10.997333333	11.317333333	1195.3125	1898.4375	318	0
10	Spectrogram 1	1	Boana_platanera	12.544	12.736	1382.8125	1921.875	325	0
11	Spectrogram 1	1	Boana_platanera	13.546666667	13.845333333	1312.5	1898.4375	332	0
12	Spectrogram 1	1	Boana_platanera	14.037333333	14.272	1125.0	1851.5625	334	0
13	Spectrogram 1	1	Boana_platanera	16.544	16.693333333	1359.375	1828.125	341	0
14	Spectrogram 1	1	Boana_platanera	17.536	17.866666667	1242.1875	1875.0	345	0
15	Spectrogram 1	1	Boana_platanera	18.570666667	18.848	1312.5	1875.0	351	0
16	Spectrogram 1	1	Boana_platanera	19.04	19.285333333	1242.1875	1945.3125	353	0
17	Spectrogram 1	1	Boana_platanera	19.477333333	19.776	515.625	1921.875	355	0
18	Spectrogram 1	1	Boana_platanera	20.0	20.224	1359.375	1875.0	357	0
19	Spectrogram 1	1	Boana_platanera	20.821333333	21.205333333	1171.875	1898.4375	363	0
20	Spectrogram 1	1	Boana_platanera	21.418666667	21.642666667	1406.25	2015.625	365	0
21	Spectrogram 1	1	Boana_platanera	21.866666667	22.058666667	1218.75	2039.0625	368	0
22	Spectrogram 1	1	Boana_platanera	22.421333333	22.634666667	1171.875	1898.4375	370	0
23	Spectrogram 1	1	Boana_platanera	22.88	23.072	1171.875	1875.0	373	0
24	Spectrogram 1	1	Boana_platanera	23.466666667	23.712	1265.625	1828.125	376	0
25	Spectrogram 1	1	Boana_platanera	24.0	24.192	1359.375	1968.75	379	0
26	Spectrogram 1	1	Boana_platanera	25.781333333	25.909333333	1335.9375	1828.125	383	0
27	Spectrogram 1	1	Boana_platanera	26.389333333	26.581333333	1148.4375	1851.5625	387	0
28	Spectrogram 1	1	Boana_platanera	26.869333333	27.072	1242.1875	1828.125	391	0
29	Spectrogram 1	1	Boana_platanera	27.392	27.594666667	1335.9375	1851.5625	393	0
30	Spectrogram 1	1	Boana_platanera	27.850666667	28.010666667	1335.9375	1828.125	394	0
31	Spectrogram 1	1	Boana_platanera	29.397333333	29.578666667	1406.25	1968.75	400	0
32	Spectrogram 1	1	Boana_platanera	29.888	30.133333333	1382.8125	1851.5625	402	0
33	Spectrogram 1	1	Boana_platanera	30.421333333	30.624	1195.3125	1898.4375	405	0
34	Spectrogram 1	1	Boana_platanera	30.890666667	31.104	1359.375	1828.125	406	0
35	Spectrogram 1	1	Boana_platanera	31.658666667	31.904	1148.4375	1804.6875	409	0
36	Spectrogram 1	1	Boana_platanera	32.202666667	32.373333333	1195.3125	1921.875	411	0
37	Spectrogram 1	1	Boana_platanera	32.896	33.045333333	1359.375	1828.125	414	0
38	Spectrogram 1	1	Boana_platanera	33.429333333	33.578666667	1382.8125	1851.5625	417	0
39	Spectrogram 1	1	Boana_platanera	33.866666667	34.048	1476.5625	1851.5625	418	0
40	Spectrogram 1	1	Boana_platanera	34.197333333	34.474666667	1335.9375	1828.125	421	0
41	Spectrogram 1	1	Boana_platanera	34.816	34.976	1382.8125	1851.5625	424	0
42	Spectrogram 1	1	Boana_platanera	35.402666667	35.648	1429.6875	1804.6875	425	0
43	Spectrogram 1	1	Boana_platanera	37.322666667	37.557333333	1476.5625	1828.125	431	0
44	Spectrogram 1	1	Boana_platanera	37.802666667	38.08	1429.6875	1781.25	432	0
45	Spectrogram 1	1	Boana_platanera	38.272	38.442666667	1406.25	1828.125	434	0
46	Spectrogram 1	1	Boana_platanera	39.210666667	39.392	1382.8125	1828.125	436	0
47	Spectrogram 1	1	Boana_platanera	40.085333333	40.352	1500.0	1851.5625	437	0
48	Spectrogram 1	1	Boana_platanera	40.565333333	40.725333333	1406.25	1851.5625	439	0
49	Spectrogram 1	1	Boana_platanera	41.034666667	41.184	1476.5625	1828.125	441	0
50	Spectrogram 1	1	Boana_platanera	41.632	41.781333333	1406.25	1828.125	442	0
51	Spectrogram 1	1	Boana_platanera	42.133333333	42.314666667	1101.5625	2062.5	444	0
52	Spectrogram 1	1	Boana_platanera	42.698666667	42.986666667	1500.0	1804.6875	446	1
53	Spectrogram 1	1	Boana_platanera	43.274666667	43.424	1429.6875	1804.6875	448	0
54	Spectrogram 1	1	Boana_platanera	44.32	44.48	1429.6875	1828.125	452	0
