Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Leptodactylus_fuscus	1.077333333	1.333333333	3984.375	4710.9375	9008	0
2	Spectrogram 1	1	Leptodactylus_fuscus	2.485333333	2.592	4007.8125	4593.75	9010	0
3	Spectrogram 1	1	Leptodactylus_fuscus	3.114666667	3.424	3984.375	4757.8125	9013	0
4	Spectrogram 1	1	Leptodactylus_fuscus	4.618666667	5.173333333	3960.9375	4523.4375	9016	0
5	Spectrogram 1	1	Nyctidromus_albicollis	4.650666667	4.864	5367.1875	5765.625	9017	1
6	Spectrogram 1	1	Leptodactylus_fuscus	6.570666667	7.018666667	3984.375	4687.5	9021	0
7	Spectrogram 1	1	Leptodactylus_fuscus	8.256	8.394666667	4007.8125	4593.75	9026	0
8	Spectrogram 1	1	Leptodactylus_fuscus	8.917333333	9.12	3984.375	4757.8125	9029	0
9	Spectrogram 1	1	Leptodactylus_fuscus	9.621333333	9.973333333	4007.8125	4664.0625	9030	0
10	Spectrogram 1	1	Leptodactylus_fuscus	10.976	11.445333333	3960.9375	4734.375	9032	0
11	Spectrogram 1	1	Nyctidromus_albicollis	11.733333333	12.0	1429.6875	2250.0	9034	0
12	Spectrogram 1	1	Leptodactylus_fuscus	12.949333333	13.184	3984.375	4757.8125	9036	0
13	Spectrogram 1	1	Leptodactylus_fuscus	14.538666667	15.082666667	4007.8125	4757.8125	9039	0
14	Spectrogram 1	1	Leptodactylus_fuscus	16.096	16.32	3984.375	4757.8125	9043	0
15	Spectrogram 1	1	Leptodactylus_fuscus	16.853333333	16.970666667	4007.8125	4757.8125	9045	0
16	Spectrogram 1	1	Leptodactylus_fuscus	18.410666667	18.762666667	3984.375	4734.375	9052	0
17	Spectrogram 1	1	Nyctidromus_albicollis	18.517333333	18.88	1429.6875	2578.125	9053	0
18	Spectrogram 1	1	Leptodactylus_fuscus	19.84	20.256	4007.8125	4757.8125	9054	0
19	Spectrogram 1	1	Leptodactylus_fuscus	22.176	22.304	4007.8125	4757.8125	9059	0
20	Spectrogram 1	1	Leptodactylus_fuscus	23.914666667	24.053333333	4007.8125	4781.25	9062	0
21	Spectrogram 1	1	Nyctidromus_albicollis	24.981333333	25.365333333	1429.6875	2039.0625	9065	1
22	Spectrogram 1	1	Leptodactylus_fuscus	25.610666667	26.026666667	3984.375	4828.125	9067	0
23	Spectrogram 1	1	Leptodactylus_fuscus	27.093333333	27.338666667	3937.5	4804.6875	9070	0
24	Spectrogram 1	1	Leptodactylus_fuscus	29.024	29.141333333	4007.8125	4804.6875	9073	0
25	Spectrogram 1	1	Leptodactylus_fuscus	30.325333333	30.645333333	3960.9375	4804.6875	9076	0
26	Spectrogram 1	1	Leptodactylus_fuscus	31.616	31.946666667	3960.9375	4851.5625	9077	0
27	Spectrogram 1	1	Nyctidromus_albicollis	33.077333333	33.493333333	1148.4375	2601.5625	9079	0
28	Spectrogram 1	1	Leptodactylus_fuscus	33.632	33.770666667	3960.9375	4781.25	9081	0
29	Spectrogram 1	1	Leptodactylus_fuscus	35.072	35.328	3984.375	4781.25	9085	0
30	Spectrogram 1	1	Leptodactylus_fuscus	36.384	36.597333333	3984.375	4828.125	9089	0
31	Spectrogram 1	1	Leptodactylus_fuscus	38.08	38.506666667	3984.375	4851.5625	9092	0
32	Spectrogram 1	1	Leptodactylus_fuscus	39.36	39.84	3984.375	4875.0	9094	0
33	Spectrogram 1	1	Nyctidromus_albicollis	40.576	41.045333333	1101.5625	2648.4375	9098	0
34	Spectrogram 1	1	Leptodactylus_fuscus	40.650666667	40.832	3984.375	4828.125	9099	0
35	Spectrogram 1	1	Leptodactylus_fuscus	41.781333333	42.272	3937.5	4757.8125	9101	0
36	Spectrogram 1	1	Leptodactylus_fuscus	43.541333333	43.797333333	3960.9375	4851.5625	9104	0
37	Spectrogram 1	1	Leptodactylus_fuscus	45.536	45.92	3960.9375	4781.25	9108	0
38	Spectrogram 1	1	Leptodactylus_fuscus	46.826666667	47.285333333	3960.9375	4804.6875	9109	0
39	Spectrogram 1	1	Leptodactylus_fuscus	48.202666667	48.576	3960.9375	4828.125	9112	0
40	Spectrogram 1	1	Leptodactylus_fuscus	49.536	49.845333333	3960.9375	4828.125	9114	0
41	Spectrogram 1	1	Leptodactylus_fuscus	50.890666667	51.072	3960.9375	4804.6875	9116	0
42	Spectrogram 1	1	Leptodactylus_fuscus	52.746666667	53.077333333	3960.9375	4851.5625	9119	0
43	Spectrogram 1	1	Nyctidromus_albicollis	53.301333333	53.653333333	1406.25	2648.4375	9121	0
44	Spectrogram 1	1	Leptodactylus_fuscus	54.154666667	54.336	3937.5	4828.125	9123	0
45	Spectrogram 1	1	Leptodactylus_fuscus	55.530666667	55.733333333	3445.3125	4851.5625	9126	0
46	Spectrogram 1	1	Leptodactylus_fuscus	57.290666667	57.770666667	3937.5	4757.8125	9129	0
47	Spectrogram 1	1	Nyctidromus_albicollis	58.005333333	58.410666667	1406.25	2203.125	9130	0
48	Spectrogram 1	1	Leptodactylus_fuscus	58.56	58.976	3937.5	4757.8125	9132	0
