Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Boana_platanera	0.618666667	0.789333333	1031.25	1687.5	815	0
2	Spectrogram 1	1	Boana_platanera	1.312	1.482666667	585.9375	1921.875	817	0
3	Spectrogram 1	1	Boana_platanera	1.781333333	2.026666667	1078.125	1898.4375	819	0
4	Spectrogram 1	1	Boana_platanera	2.677333333	3.050666667	1242.1875	1851.5625	823	0
5	Spectrogram 1	1	Boana_platanera	3.306666667	3.584	562.5	1921.875	825	0
6	Spectrogram 1	1	Boana_platanera	3.936	4.170666667	585.9375	1898.4375	827	0
7	Spectrogram 1	1	Boana_platanera	4.522666667	4.736	1265.625	1781.25	829	0
8	Spectrogram 1	1	Boana_platanera	5.226666667	5.44	1195.3125	1921.875	832	0
9	Spectrogram 1	1	Boana_platanera	6.389333333	6.72	1218.75	2132.8125	835	1
10	Spectrogram 1	1	Boana_platanera	7.061333333	7.413333333	468.75	2273.4375	836	0
11	Spectrogram 1	1	Boana_platanera	9.226666667	9.525333333	257.8125	1828.125	843	0
12	Spectrogram 1	1	Boana_platanera	9.685333333	10.112	234.375	2273.4375	847	0
13	Spectrogram 1	1	Boana_platanera	10.72	11.434666667	234.375	2273.4375	853	0
14	Spectrogram 1	1	Boana_platanera	12.874666667	13.28	445.3125	2273.4375	870	0
15	Spectrogram 1	1	Boana_platanera	13.888	14.186666667	492.1875	1898.4375	881	0
16	Spectrogram 1	1	Boana_platanera	14.624	14.901333333	515.625	1828.125	885	0
17	Spectrogram 1	1	Boana_platanera	15.338666667	15.797333333	539.0625	2039.0625	891	0
18	Spectrogram 1	1	Boana_platanera	16.053333333	16.330666667	539.0625	1898.4375	895	0
19	Spectrogram 1	1	Boana_platanera	16.992	17.322666667	585.9375	2085.9375	899	0
20	Spectrogram 1	1	Boana_platanera	17.781333333	18.016	562.5	1898.4375	902	0
21	Spectrogram 1	1	Boana_platanera	18.250666667	18.474666667	585.9375	1875.0	906	0
22	Spectrogram 1	1	Boana_platanera	18.954666667	19.232	515.625	2156.25	913	0
23	Spectrogram 1	1	Boana_platanera	20.789333333	21.12	1242.1875	2039.0625	922	0
24	Spectrogram 1	1	Boana_platanera	21.504	21.845333333	1218.75	1804.6875	926	0
25	Spectrogram 1	1	Boana_platanera	21.984	22.421333333	1171.875	2273.4375	932	1
26	Spectrogram 1	1	Boana_platanera	22.432	22.816	539.0625	1734.375	936	0
27	Spectrogram 1	1	Boana_platanera	23.178666667	23.381333333	1218.75	1757.8125	942	0
28	Spectrogram 1	1	Boana_platanera	23.701333333	23.957333333	1242.1875	1757.8125	945	0
29	Spectrogram 1	1	Boana_platanera	24.245333333	24.522666667	515.625	1945.3125	946	0
30	Spectrogram 1	1	Boana_platanera	24.512	25.130666667	539.0625	2179.6875	949	0
31	Spectrogram 1	1	Boana_platanera	25.301333333	25.525333333	1242.1875	2015.625	950	0
32	Spectrogram 1	1	Boana_platanera	25.813333333	26.08	960.9375	1921.875	954	0
33	Spectrogram 1	1	Boana_platanera	26.261333333	26.517333333	539.0625	1968.75	955	0
34	Spectrogram 1	1	Boana_platanera	26.794666667	27.125333333	562.5	1851.5625	959	0
35	Spectrogram 1	1	Boana_platanera	28.096	28.405333333	1218.75	1875.0	961	0
36	Spectrogram 1	1	Boana_platanera	28.661333333	29.141333333	585.9375	2203.125	962	0
37	Spectrogram 1	1	Boana_platanera	30.410666667	30.645333333	351.5625	1851.5625	964	0
38	Spectrogram 1	1	Boana_platanera	30.848	31.392	445.3125	2484.375	966	0
39	Spectrogram 1	1	Boana_platanera	31.84	32.106666667	515.625	1875.0	972	0
40	Spectrogram 1	1	Boana_platanera	34.4	34.709333333	515.625	2460.9375	982	0
41	Spectrogram 1	1	Boana_platanera	35.36	35.626666667	1031.25	1757.8125	985	0
42	Spectrogram 1	1	Boana_platanera	38.282666667	38.549333333	867.1875	1804.6875	1000	0
43	Spectrogram 1	1	Boana_platanera	38.762666667	39.029333333	562.5	1804.6875	1003	0
44	Spectrogram 1	1	Boana_platanera	39.168	39.562666667	562.5	2320.3125	1006	0
45	Spectrogram 1	1	Boana_platanera	40.608	40.992	539.0625	1734.375	1010	0
46	Spectrogram 1	1	Boana_platanera	41.258666667	41.642666667	539.0625	1898.4375	1012	0
47	Spectrogram 1	1	Boana_platanera	42.346666667	42.656	539.0625	1757.8125	1015	0
48	Spectrogram 1	1	Boana_platanera	42.794666667	43.018666667	585.9375	1781.25	1016	0
49	Spectrogram 1	1	Boana_platanera	43.456	43.712	1195.3125	1921.875	1019	0
50	Spectrogram 1	1	Boana_platanera	44.085333333	44.469333333	562.5	1898.4375	1023	0
51	Spectrogram 1	1	Boana_platanera	44.618666667	44.885333333	562.5	1945.3125	1028	0
52	Spectrogram 1	1	Boana_platanera	44.874666667	45.301333333	539.0625	2320.3125	1029	0
53	Spectrogram 1	1	Boana_platanera	45.472	45.834666667	562.5	2296.875	1031	0
54	Spectrogram 1	1	Boana_platanera	45.984	46.325333333	539.0625	2296.875	1032	0
55	Spectrogram 1	1	Boana_platanera	46.634666667	47.008	562.5	1851.5625	1034	0
56	Spectrogram 1	1	Boana_platanera	47.328	48.085333333	539.0625	2437.5	1037	0
57	Spectrogram 1	1	Boana_platanera	48.16	48.8	562.5	2226.5625	1039	0
58	Spectrogram 1	1	Boana_platanera	48.917333333	49.386666667	515.625	2414.0625	1042	0
59	Spectrogram 1	1	Boana_platanera	50.602666667	50.848	562.5	1804.6875	1051	0
60	Spectrogram 1	1	Boana_platanera	50.965333333	51.434666667	562.5	2273.4375	1053	0
61	Spectrogram 1	1	Boana_platanera	51.541333333	51.882666667	539.0625	1804.6875	1057	0
62	Spectrogram 1	1	Boana_platanera	52.032	52.341333333	1125.0	1828.125	1062	0
63	Spectrogram 1	1	Boana_platanera	52.309333333	52.981333333	515.625	2296.875	1064	0
64	Spectrogram 1	1	Boana_platanera	53.162666667	53.664	539.0625	2320.3125	1068	0
65	Spectrogram 1	1	Boana_platanera	53.578666667	54.112	492.1875	2460.9375	1069	0
66	Spectrogram 1	1	Boana_platanera	54.133333333	54.56	562.5	2273.4375	1073	0
67	Spectrogram 1	1	Boana_platanera	55.872	56.192	539.0625	1921.875	1078	0
68	Spectrogram 1	1	Boana_platanera	56.405333333	56.832	515.625	2296.875	1080	0
69	Spectrogram 1	1	Boana_platanera	57.984	58.250666667	960.9375	1734.375	1084	0
