File	Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review	type	Reason	offset
SMA03126_20210611_200000.wav	1	Spectrogram 1	1	Boana_platanera	5.088	5.237333333	1500.0	2039.0625	18	0			0
SMA03126_20210611_200000.wav	2	Spectrogram 1	1	Leptodactylus_fuscus	5.525333333	5.653333333	1570.3125	2484.375	21	0			0
SMA03126_20210611_200000.wav	3	Spectrogram 1	1	Leptodactylus_fuscus	6.549333333	6.698666667	1968.75	2671.875	24	0			0
SMA03126_20210611_200000.wav	4	Spectrogram 1	1	Leptodactylus_fuscus	7.349333333	7.605333333	2085.9375	3140.625	26	0			0
SMA03126_20210611_200000.wav	5	Spectrogram 1	1	Leptodactylus_fuscus	8.117333333	8.330666667	1921.875	2742.1875	30	0			0
SMA03126_20210611_200000.wav	6	Spectrogram 1	1	Leptodactylus_fuscus	9.130666667	9.354666667	2085.9375	2718.75	35	0			0
SMA03126_20210611_200000.wav	7	Spectrogram 1	1	Leptodactylus_fuscus	9.781333333	10.069333333	2039.0625	2718.75	36	0			0
SMA03126_20210611_200000.wav	8	Spectrogram 1	1	Leptodactylus_fuscus	10.314666667	10.581333333	1710.9375	3093.75	39	0			0
SMA03126_20210611_200000.wav	9	Spectrogram 1	1	Boana_platanera	11.424	11.573333333	1570.3125	2062.5	41	0			0
SMA03126_20210611_200000.wav	10	Spectrogram 1	1	Leptodactylus_fuscus	11.669333333	12.064	2062.5	3093.75	44	1			0
SMA03126_20210611_200000.wav	11	Spectrogram 1	1	Leptodactylus_fuscus	12.202666667	12.405333333	1570.3125	3093.75	45	0			0
SMA03126_20210611_200000.wav	12	Spectrogram 1	1	Leptodactylus_fuscus	13.301333333	13.482666667	2062.5	2765.625	50	0			0
SMA03126_20210611_200000.wav	13	Spectrogram 1	1	Boana_platanera	14.090666667	14.293333333	1523.4375	1898.4375	52	0			0
SMA03126_20210611_200000.wav	14	Spectrogram 1	1	Leptodactylus_fuscus	14.133333333	14.346666667	2062.5	2742.1875	53	0			0
SMA03126_20210611_200000.wav	15	Spectrogram 1	1	Leptodactylus_fuscus	14.752	15.178666667	1546.875	2765.625	54	0			0
SMA03126_20210611_200000.wav	16	Spectrogram 1	1	Leptodactylus_fuscus	15.328	15.488	1804.6875	2765.625	56	0			0
SMA03126_20210611_200000.wav	17	Spectrogram 1	1	Leptodactylus_fuscus	15.797333333	16.042666667	1570.3125	2789.0625	60	0			0
SMA03126_20210611_200000.wav	18	Spectrogram 1	1	Leptodactylus_fuscus	16.213333333	16.864	1546.875	3070.3125	62	0			0
SMA03126_20210611_200000.wav	19	Spectrogram 1	1	Leptodactylus_fuscus	17.546666667	17.792	1828.125	2718.75	69	0			0
SMA03126_20210611_200000.wav	20	Spectrogram 1	1	Leptodactylus_fuscus	18.432	18.826666667	1804.6875	2789.0625	73	0			0
SMA03126_20210611_200000.wav	21	Spectrogram 1	1	Leptodactylus_fuscus	19.136	19.349333333	2039.0625	2765.625	79	0			0
SMA03126_20210611_200000.wav	22	Spectrogram 1	1	Leptodactylus_fuscus	19.861333333	20.234666667	1546.875	2742.1875	85	0			0
SMA03126_20210611_200000.wav	23	Spectrogram 1	1	Leptodactylus_fuscus	21.205333333	21.418666667	1945.3125	2765.625	90	0			0
SMA03126_20210611_200000.wav	24	Spectrogram 1	1	Leptodactylus_fuscus	21.76	22.005333333	1851.5625	2765.625	93	0			0
SMA03126_20210611_200000.wav	25	Spectrogram 1	1	Leptodactylus_fuscus	22.346666667	22.602666667	1898.4375	2742.1875	97	0			0
SMA03126_20210611_200000.wav	26	Spectrogram 1	1	Leptodactylus_fuscus	24.096	24.330666667	1968.75	2742.1875	103	0			0
SMA03126_20210611_200000.wav	27	Spectrogram 1	1	Leptodactylus_fuscus	24.501333333	24.768	2015.625	2765.625	105	0			0
SMA03126_20210611_200000.wav	28	Spectrogram 1	1	Leptodactylus_fuscus	24.981333333	25.44	2015.625	2742.1875	108	0			0
SMA03126_20210611_200000.wav	29	Spectrogram 1	1	Leptodactylus_fuscus	25.792	26.08	1664.0625	2789.0625	113	0			0
SMA03126_20210611_200000.wav	30	Spectrogram 1	1	Leptodactylus_fuscus	26.229333333	26.72	1781.25	3070.3125	114	0			0
SMA03126_20210611_200000.wav	31	Spectrogram 1	1	Leptodactylus_fuscus	27.168	27.328	2062.5	2695.3125	121	0			0
SMA03126_20210611_200000.wav	32	Spectrogram 1	1	Leptodactylus_fuscus	27.776	28.416	1734.375	3914.0625	125	0			0
SMA03126_20210611_200000.wav	33	Spectrogram 1	1	Leptodactylus_fuscus	28.629333333	29.077333333	1804.6875	3117.1875	128	0			0
SMA03126_20210611_200000.wav	34	Spectrogram 1	1	Leptodactylus_fuscus	29.333333333	29.525333333	2039.0625	3117.1875	132	0			0
SMA03126_20210611_200000.wav	35	Spectrogram 1	1	Leptodactylus_fuscus	30.069333333	30.613333333	2132.8125	3140.625	135	0			0
SMA03126_20210611_200000.wav	36	Spectrogram 1	1	Leptodactylus_fuscus	30.922666667	31.146666667	1828.125	3093.75	144	0			0
SMA03126_20210611_200000.wav	37	Spectrogram 1	1	Leptodactylus_fuscus	32.192	32.522666667	2015.625	3070.3125	150	0			0
SMA03126_20210611_200000.wav	38	Spectrogram 1	1	Leptodactylus_fuscus	32.650666667	32.885333333	2039.0625	3093.75	152	0			0
SMA03126_20210611_200000.wav	39	Spectrogram 1	1	Leptodactylus_fuscus	33.141333333	33.333333333	1921.875	3140.625	156	0			0
SMA03126_20210611_200000.wav	40	Spectrogram 1	1	Leptodactylus_fuscus	33.696	33.866666667	2015.625	2765.625	158	0			0
SMA03126_20210611_200000.wav	41	Spectrogram 1	1	Leptodactylus_fuscus	34.826666667	35.541333333	1757.8125	4546.875	163	1			0
SMA03126_20210611_200000.wav	42	Spectrogram 1	1	Leptodactylus_fuscus	35.690666667	35.914666667	1781.25	3210.9375	167	0			0
SMA03126_20210611_200000.wav	43	Spectrogram 1	1	Leptodactylus_fuscus	36.16	36.501333333	1570.3125	3093.75	170	1			0
SMA03126_20210611_200000.wav	44	Spectrogram 1	1	Leptodactylus_fuscus	36.650666667	36.928	1546.875	2812.5	172	0			0
SMA03126_20210611_200000.wav	45	Spectrogram 1	1	Leptodactylus_fuscus	37.344	37.525333333	2085.9375	2742.1875	176	0			0
SMA03126_20210611_200000.wav	46	Spectrogram 1	1	Leptodactylus_fuscus	37.728	38.208	1781.25	3843.75	180	0			0
SMA03126_20210611_200000.wav	47	Spectrogram 1	1	Leptodactylus_fuscus	38.474666667	38.826666667	1523.4375	3187.5	183	0			0
SMA03126_20210611_200000.wav	48	Spectrogram 1	1	Leptodactylus_fuscus	39.008	39.253333333	1921.875	3117.1875	187	0			0
SMA03126_20210611_200000.wav	49	Spectrogram 1	1	Leptodactylus_fuscus	40.181333333	40.394666667	2039.0625	3117.1875	192	0			0
SMA03126_20210611_200000.wav	50	Spectrogram 1	1	Boana_platanera	40.416	40.554666667	1593.75	2062.5	193	0			0
SMA03126_20210611_200000.wav	51	Spectrogram 1	1	Leptodactylus_fuscus	40.938666667	41.28	1687.5	2742.1875	195	0			0
