Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Fmin	Fmax	Specie ID
1	Spectrogram 1	1	0.2438095238095238	0.4527891156462585	4091.30859375	4414.306640625	21.51219512195122	22050	noise
2	Spectrogram 1	1	0.25541950113378686	0.4295691609977324	8484.08203125	9603.80859375	21.51219512195122	22050	noise
3	Spectrogram 1	1	0.25541950113378686	0.3947392290249433	7213.623046875	8074.951171875	21.51219512195122	22050	noise
4	Spectrogram 1	1	0.46439909297052157	1.8343764172335602	5835.498046875	10034.47265625	21.51219512195122	22050	Coereba flaveola
5	Spectrogram 1	1	0.5572789115646258	0.9287981859410431	3143.84765625	5857.03125	21.51219512195122	22050	noise
6	Spectrogram 1	1	1.0797278911564625	1.8459863945578232	21.533203125	322.998046875	21.51219512195122	22050	noise
7	Spectrogram 1	1	1.8343764172335602	1.9620861678004535	2024.12109375	2519.384765625	21.51219512195122	22050	noise
8	Spectrogram 1	1	1.8575963718820863	1.9736961451247166	9539.208984375	10034.47265625	21.51219512195122	22050	noise
9	Spectrogram 1	1	2.159455782312925	2.5193650793650795	2950.048828125	5297.16796875	21.51219512195122	22050	Leptopogon superciliaris
10	Spectrogram 1	1	2.507755102040816	3.1927437641723357	21.533203125	387.59765625	21.51219512195122	22050	noise
11	Spectrogram 1	1	3.250793650793651	3.541043083900227	2131.787109375	2605.517578125	21.51219512195122	22050	noise
12	Spectrogram 1	1	3.842902494331066	4.028662131519274	4155.908203125	4435.83984375	21.51219512195122	22050	Hyloxalus
13	Spectrogram 1	1	4.551111111111111	4.73687074829932	6890.625	7558.154296875	21.51219512195122	22050	noise
14	Spectrogram 1	1	4.771700680272109	4.9458503401360545	8742.48046875	9453.076171875	21.51219512195122	22050	noise
15	Spectrogram 1	1	5.0967800453514736	5.2477097505668935	1981.0546875	2540.91796875	21.51219512195122	22050	noise
16	Spectrogram 1	1	5.8165986394557825	5.979138321995465	6675.29296875	7816.552734375	21.51219512195122	22050	noise
17	Spectrogram 1	1	6.141678004535147	6.466757369614513	3919.04296875	4414.306640625	21.51219512195122	22050	noise
