Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Fmin	Fmax	Specie ID
1	Spectrogram 1	1	0.011609977324263039	1.822766439909297	4629.638671875	9840.673828125	21.51219512195122	22050	Coereba flaveola
2	Spectrogram 1	1	1.207437641723356	1.4048072562358276	13350.5859375	14147.314453125	21.51219512195122	22050	noise
3	Spectrogram 1	1	1.6950566893424037	1.8459863945578232	5297.16796875	5663.232421875	21.51219512195122	22050	noise
4	Spectrogram 1	1	4.655600907029479	4.829750566893424	1894.921875	2368.65234375	21.51219512195122	22050	noise
5	Spectrogram 1	1	7.87156462585034	9.125442176870749	5490.966796875	10120.60546875	21.51219512195122	22050	Coereba flaveola
6	Spectrogram 1	1	8.219863945578231	8.382403628117913	3617.578125	4306.640625	21.51219512195122	22050	noise
7	Spectrogram 1	1	8.440453514739229	9.682721088435374	3316.11328125	5383.30078125	21.51219512195122	22050	noise
8	Spectrogram 1	1	9.357641723356009	9.636281179138322	6416.89453125	8441.015625	21.51219512195122	22050	noise
9	Spectrogram 1	1	10.495419501133787	10.762448979591836	5534.033203125	7385.888671875	21.51219512195122	22050	Llamado ave 2
10	Spectrogram 1	1	10.495419501133787	10.669569160997732	3380.712890625	3811.376953125	21.51219512195122	22050	noise
11	Spectrogram 1	1	11.400997732426303	11.505487528344672	8161.083984375	8613.28125	21.51219512195122	22050	noise
12	Spectrogram 1	1	11.42421768707483	11.54031746031746	5641.69921875	6093.896484375	21.51219512195122	22050	noise
13	Spectrogram 1	1	11.888616780045352	13.432743764172336	5426.3671875	10163.671875	21.51219512195122	22050	Coereba flaveola
14	Spectrogram 1	1	12.387845804988663	12.515555555555556	3639.111328125	4177.44140625	21.51219512195122	22050	noise
15	Spectrogram 1	1	12.585215419501134	12.921904761904761	3574.51171875	4521.97265625	21.51219512195122	22050	noise
16	Spectrogram 1	1	13.293424036281179	13.432743764172336	3682.177734375	4155.908203125	21.51219512195122	22050	noise
17	Spectrogram 1	1	14.431201814058957	14.616961451247166	3617.578125	4134.375	21.51219512195122	22050	noise
18	Spectrogram 1	1	14.535691609977324	15.058140589569161	3509.912109375	8828.61328125	21.51219512195122	22050	Thraupidae
19	Spectrogram 1	1	14.55891156462585	14.675011337868481	19272.216796875	19853.61328125	21.51219512195122	22050	noise
20	Spectrogram 1	1	14.55891156462585	14.779501133786848	9431.54296875	9905.2734375	21.51219512195122	22050	Saltator maximus
21	Spectrogram 1	1	14.570521541950113	14.721451247165533	14276.513671875	16408.30078125	21.51219512195122	22050	Coereba flaveola
22	Spectrogram 1	1	15.162630385487528	15.568979591836735	3488.37890625	4069.775390625	21.51219512195122	22050	noise
23	Spectrogram 1	1	15.74312925170068	15.8940589569161	3466.845703125	3940.576171875	21.51219512195122	22050	noise
24	Spectrogram 1	1	16.01015873015873	16.207528344671204	3509.912109375	4048.2421875	21.51219512195122	22050	noise
25	Spectrogram 1	1	16.137868480725622	16.288798185941044	6330.76171875	6869.091796875	21.51219512195122	22050	noise
26	Spectrogram 1	1	16.381678004535146	16.520997732426302	3488.37890625	4220.5078125	21.51219512195122	22050	noise
27	Spectrogram 1	1	16.50938775510204	18.15800453514739	5211.03515625	19659.814453125	21.51219512195122	22050	noise
28	Spectrogram 1	1	17.124716553287982	17.345306122448978	19767.48046875	20284.27734375	21.51219512195122	22050	noise
29	Spectrogram 1	1	17.786485260770974	17.937414965986395	3445.3125	4069.775390625	21.51219512195122	22050	noise
30	Spectrogram 1	1	18.436643990929706	18.784943310657596	5943.1640625	8397.94921875	21.51219512195122	22050	Llamado ave 2
31	Spectrogram 1	1	18.45986394557823	18.808163265306124	3488.37890625	4134.375	21.51219512195122	22050	noise
32	Spectrogram 1	1	18.901043083900227	19.040362811791383	3574.51171875	3962.109375	21.51219512195122	22050	noise
33	Spectrogram 1	1	19.260952380952382	19.388662131519276	7084.423828125	7622.75390625	21.51219512195122	22050	noise
34	Spectrogram 1	1	19.29578231292517	19.400272108843538	6459.9609375	6976.7578125	21.51219512195122	22050	noise
35	Spectrogram 1	1	19.30739229024943	19.423492063492063	3488.37890625	4026.708984375	21.51219512195122	22050	noise
36	Spectrogram 1	1	19.551201814058956	19.690521541950112	3746.77734375	4134.375	21.51219512195122	22050	noise
37	Spectrogram 1	1	19.79501133786848	19.934331065759636	3639.111328125	4242.041015625	21.51219512195122	22050	noise
38	Spectrogram 1	1	20.131700680272107	20.259410430839	3682.177734375	4198.974609375	21.51219512195122	22050	noise
39	Spectrogram 1	1	20.387120181405894	20.514829931972788	3639.111328125	4285.107421875	21.51219512195122	22050	noise
40	Spectrogram 1	1	20.607709750566894	20.758639455782312	3423.779296875	4328.173828125	21.51219512195122	22050	noise
