Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Fmin	Fmax	Specie ID
1	Spectrogram 1	1	0.09287981859410431	0.4876190476190476	2756.25	3337.646484375	21.51219512195122	22050	Diasporus gularis
2	Spectrogram 1	1	0.4992290249433107	0.893968253968254	3660.64453125	4629.638671875	21.51219512195122	22050	noise
3	Spectrogram 1	1	0.9868480725623583	1.18421768707483	3682.177734375	3962.109375	21.51219512195122	22050	noise
4	Spectrogram 1	1	1.0448979591836736	1.195827664399093	10809.66796875	11347.998046875	21.51219512195122	22050	noise
5	Spectrogram 1	1	1.0565079365079366	1.195827664399093	11477.197265625	11864.794921875	21.51219512195122	22050	noise
6	Spectrogram 1	1	1.0797278911564625	1.207437641723356	10120.60546875	10658.935546875	21.51219512195122	22050	noise
7	Spectrogram 1	1	1.3467573696145125	1.5325170068027212	4242.041015625	4737.3046875	21.51219512195122	22050	noise
8	Spectrogram 1	1	1.9853061224489796	2.391655328798186	3919.04296875	4500.439453125	21.51219512195122	22050	noise
9	Spectrogram 1	1	2.0085260770975055	2.2058956916099772	10163.671875	10745.068359375	21.51219512195122	22050	noise
10	Spectrogram 1	1	2.020136054421769	2.182675736961451	11240.33203125	11778.662109375	21.51219512195122	22050	noise
11	Spectrogram 1	1	2.6354648526077096	2.8444444444444446	4005.17578125	4586.572265625	21.51219512195122	22050	noise
12	Spectrogram 1	1	2.948934240362812	3.320453514739229	2842.3828125	3316.11328125	21.51219512195122	22050	Diasporus gularis
13	Spectrogram 1	1	3.2624036281179136	3.5874829931972787	3811.376953125	4349.70703125	21.51219512195122	22050	Diasporus gularis
14	Spectrogram 1	1	3.8312925170068026	4.098321995464852	4026.708984375	4586.572265625	21.51219512195122	22050	noise
15	Spectrogram 1	1	4.806530612244898	5.131609977324263	3897.509765625	4629.638671875	21.51219512195122	22050	noise
16	Spectrogram 1	1	5.433469387755102	5.688888888888889	4005.17578125	4801.904296875	21.51219512195122	22050	noise
17	Spectrogram 1	1	6.257777777777778	6.5712471655328795	4371.240234375	4694.23828125	21.51219512195122	22050	noise
18	Spectrogram 1	1	6.3854875283446715	6.745396825396825	2799.31640625	3337.646484375	21.51219512195122	22050	Diasporus gularis
19	Spectrogram 1	1	7.000816326530612	7.581315192743764	3617.578125	3940.576171875	21.51219512195122	22050	noise
20	Spectrogram 1	1	9.253151927437642	9.427301587301587	3639.111328125	3919.04296875	21.51219512195122	22050	noise
21	Spectrogram 1	1	9.404081632653062	9.810430839002267	2713.18359375	3402.24609375	21.51219512195122	22050	Diasporus gularis
22	Spectrogram 1	1	9.427301587301587	9.543401360544218	8785.546875	9819.140625	21.51219512195122	22050	noise
23	Spectrogram 1	1	9.427301587301587	9.520181405895691	6266.162109375	6826.025390625	21.51219512195122	22050	noise
24	Spectrogram 1	1	9.47374149659864	9.903310657596371	3639.111328125	3940.576171875	21.51219512195122	22050	noise
25	Spectrogram 1	1	12.1556462585034	12.515555555555556	2799.31640625	3273.046875	21.51219512195122	22050	Diasporus gularis
