Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Fmin	Fmax	Specie ID
1	Spectrogram 1	1	1.242267573696145	2.7631746031746034	21.533203125	602.9296875	21.51219512195122	22050	noise
2	Spectrogram 1	1	4.307301587301588	6.443537414965986	21.533203125	602.9296875	21.51219512195122	22050	noise
3	Spectrogram 1	1	5.085170068027211	5.328979591836735	1614.990234375	2411.71875	21.51219512195122	22050	noise
4	Spectrogram 1	1	5.479909297052155	6.048798185941043	1787.255859375	3402.24609375	21.51219512195122	22050	Henicorhina leucosticta
5	Spectrogram 1	1	8.614603174603175	8.928072562358278	1636.5234375	2497.8515625	21.51219512195122	22050	noise
6	Spectrogram 1	1	8.626213151927438	8.893242630385487	2820.849609375	3488.37890625	21.51219512195122	22050	noise
7	Spectrogram 1	1	9.125442176870749	9.531791383219955	1873.388671875	3359.1796875	21.51219512195122	22050	Henicorhina leucosticta
8	Spectrogram 1	1	11.296507936507936	11.470657596371883	3531.4453125	4242.041015625	21.51219512195122	22050	noise
9	Spectrogram 1	1	11.760907029478458	12.678095238095239	3100.78125	6180.029296875	21.51219512195122	22050	Posible ave 1
10	Spectrogram 1	1	13.072834467120181	13.177324263038548	6266.162109375	6782.958984375	21.51219512195122	22050	noise
11	Spectrogram 1	1	13.281814058956916	13.432743764172336	3143.84765625	4005.17578125	21.51219512195122	22050	noise
12	Spectrogram 1	1	14.048072562358277	14.605351473922903	2906.982421875	6459.9609375	21.51219512195122	22050	Posible ave 1
13	Spectrogram 1	1	14.05968253968254	14.361541950113379	1614.990234375	2454.78515625	21.51219512195122	22050	noise
14	Spectrogram 1	1	14.535691609977324	15.011700680272108	1830.322265625	3940.576171875	21.51219512195122	22050	Henicorhina leucosticta
15	Spectrogram 1	1	15.81278911564626	16.091428571428573	3337.646484375	3983.642578125	21.51219512195122	22050	noise
16	Spectrogram 1	1	16.950566893424035	17.426575963718822	3165.380859375	6158.49609375	21.51219512195122	22050	Posible ave 1
17	Spectrogram 1	1	17.403356009070293	17.937414965986395	10572.802734375	12295.458984375	21.51219512195122	22050	noise
18	Spectrogram 1	1	17.41496598639456	17.670385487528346	9603.80859375	10271.337890625	21.51219512195122	22050	noise
19	Spectrogram 1	1	17.484625850340137	17.925804988662133	16128.369140625	17441.89453125	21.51219512195122	22050	noise
20	Spectrogram 1	1	17.589115646258502	17.716825396825396	15353.173828125	15762.3046875	21.51219512195122	22050	noise
21	Spectrogram 1	1	17.925804988662133	18.204444444444444	3057.71484375	3789.84375	21.51219512195122	22050	noise
22	Spectrogram 1	1	17.949024943310658	18.37859410430839	2583.984375	2906.982421875	21.51219512195122	22050	noise
23	Spectrogram 1	1	17.99546485260771	18.320544217687075	1636.5234375	2454.78515625	21.51219512195122	22050	noise
24	Spectrogram 1	1	20.120090702947845	20.58448979591837	3273.046875	4155.908203125	21.51219512195122	22050	noise
25	Spectrogram 1	1	20.67736961451247	21.141768707482992	3165.380859375	6266.162109375	21.51219512195122	22050	Posible ave 1
26	Spectrogram 1	1	22.58140589569161	23.010975056689343	3143.84765625	6223.095703125	21.51219512195122	22050	Posible ave 1
27	Spectrogram 1	1	23.370884353741495	23.64952380952381	1614.990234375	2433.251953125	21.51219512195122	22050	noise
28	Spectrogram 1	1	24.462222222222223	24.88018140589569	3186.9140625	6093.896484375	21.51219512195122	22050	Posible ave 1
29	Spectrogram 1	1	25.78575963718821	26.226938775510202	3100.78125	6223.095703125	21.51219512195122	22050	Posible ave 1
30	Spectrogram 1	1	26.284988662131518	26.760997732426304	6072.36328125	6976.7578125	21.51219512195122	22050	Saltator maximus
31	Spectrogram 1	1	26.33142857142857	26.43591836734694	12919.921875	13458.251953125	21.51219512195122	22050	noise
32	Spectrogram 1	1	27.155736961451247	27.295056689342402	3337.646484375	3962.109375	21.51219512195122	22050	noise
33	Spectrogram 1	1	27.457596371882087	27.596916099773242	3014.6484375	3574.51171875	21.51219512195122	22050	noise
34	Spectrogram 1	1	29.559002267573696	30.30204081632653	3208.447265625	6223.095703125	21.51219512195122	22050	Posible ave 1
35	Spectrogram 1	1	30.522630385487528	32.5427664399093	1959.521484375	3337.646484375	21.51219512195122	22050	noise
36	Spectrogram 1	1	30.56907029478458	31.41659863945578	129.19921875	473.73046875	21.51219512195122	22050	noise
37	Spectrogram 1	1	30.603900226757368	30.708390022675736	3466.845703125	3962.109375	21.51219512195122	22050	noise
38	Spectrogram 1	1	31.451428571428572	31.62557823129252	3316.11328125	4328.173828125	21.51219512195122	22050	noise
39	Spectrogram 1	1	32.008707482993195	32.20607709750567	3488.37890625	3940.576171875	21.51219512195122	22050	noise
40	Spectrogram 1	1	32.8562358276644	32.98394557823129	3402.24609375	3919.04296875	21.51219512195122	22050	noise
41	Spectrogram 1	1	33.57605442176871	33.715374149659866	3316.11328125	3897.509765625	21.51219512195122	22050	noise
42	Spectrogram 1	1	33.77342403628118	35.5265306122449	1421.19140625	3940.576171875	21.51219512195122	22050	noise
43	Spectrogram 1	1	33.935963718820865	34.249433106575964	3229.98046875	6223.095703125	21.51219512195122	22050	Posible ave 1
44	Spectrogram 1	1	36.04897959183673	36.55981859410431	3165.380859375	6136.962890625	21.51219512195122	22050	Posible ave 1
45	Spectrogram 1	1	37.07065759637188	37.2215873015873	3294.580078125	4026.708984375	21.51219512195122	22050	noise
46	Spectrogram 1	1	38.01106575963719	38.347755102040814	3229.98046875	6352.294921875	21.51219512195122	22050	Posible ave 1
47	Spectrogram 1	1	38.951473922902494	39.450702947845805	6093.896484375	7536.62109375	21.51219512195122	22050	Saltator maximus
48	Spectrogram 1	1	39.10240362811791	39.21850340136054	3509.912109375	3962.109375	21.51219512195122	22050	noise
49	Spectrogram 1	1	39.12562358276644	39.47392290249433	1571.923828125	2390.185546875	21.51219512195122	22050	noise
50	Spectrogram 1	1	39.53197278911565	39.86866213151927	3617.578125	6524.560546875	21.51219512195122	22050	Posible ave 1
51	Spectrogram 1	1	39.54358276643991	39.938321995464854	1442.724609375	3531.4453125	21.51219512195122	22050	Henicorhina leucosticta
52	Spectrogram 1	1	40.03120181405896	40.19374149659864	3143.84765625	3897.509765625	21.51219512195122	22050	noise
53	Spectrogram 1	1	40.333061224489796	40.71619047619048	6524.560546875	6955.224609375	21.51219512195122	22050	noise
54	Spectrogram 1	1	40.983219954648526	41.134149659863944	3402.24609375	4198.974609375	21.51219512195122	22050	noise
55	Spectrogram 1	1	41.319909297052156	41.72625850340136	3316.11328125	6330.76171875	21.51219512195122	22050	Posible ave 1
56	Spectrogram 1	1	41.970068027210885	42.120997732426304	3445.3125	4048.2421875	21.51219512195122	22050	noise
57	Spectrogram 1	1	42.64344671201814	43.049795918367344	3057.71484375	6266.162109375	21.51219512195122	22050	Posible ave 1
58	Spectrogram 1	1	43.432925170068025	43.59546485260771	3273.046875	3703.7109375	21.51219512195122	22050	noise
59	Spectrogram 1	1	44.22240362811792	44.82612244897959	3014.6484375	6093.896484375	21.51219512195122	22050	Posible ave 1
60	Spectrogram 1	1	44.40816326530612	44.54748299319728	7256.689453125	7644.287109375	21.51219512195122	22050	noise
61	Spectrogram 1	1	45.10476190476191	45.31374149659864	2928.515625	3402.24609375	21.51219512195122	22050	noise
62	Spectrogram 1	1	45.22086167800453	45.42984126984127	1593.45703125	2411.71875	21.51219512195122	22050	noise
63	Spectrogram 1	1	45.61560090702948	45.9871201814059	1464.2578125	3337.646484375	21.51219512195122	22050	Henicorhina leucosticta
64	Spectrogram 1	1	46.11482993197279	46.335419501133785	3531.4453125	3875.9765625	21.51219512195122	22050	noise
65	Spectrogram 1	1	46.300589569161	46.439909297052154	5211.03515625	6136.962890625	21.51219512195122	22050	noise
66	Spectrogram 1	1	46.99718820861678	47.159727891156464	3229.98046875	4198.974609375	21.51219512195122	22050	noise
67	Spectrogram 1	1	47.49641723356009	48.07691609977324	3100.78125	6352.294921875	21.51219512195122	22050	Posible ave 1
68	Spectrogram 1	1	49.504943310657595	49.679092970521545	3079.248046875	3832.91015625	21.51219512195122	22050	noise
69	Spectrogram 1	1	50.36408163265306	50.74721088435374	3273.046875	6266.162109375	21.51219512195122	22050	Posible ave 1
70	Spectrogram 1	1	50.607891156462586	50.74721088435374	3423.779296875	3919.04296875	21.51219512195122	22050	noise
71	Spectrogram 1	1	51.55990929705215	51.687619047619044	3423.779296875	3832.91015625	21.51219512195122	22050	noise
72	Spectrogram 1	1	51.57151927437642	52.03591836734694	6201.5625	7213.623046875	21.51219512195122	22050	Saltator maximus
73	Spectrogram 1	1	52.511927437641724	53.2433560090703	3122.314453125	7773.486328125	21.51219512195122	22050	Posible ave 1
74	Spectrogram 1	1	53.707755102040814	53.90512471655329	1571.923828125	2325.5859375	21.51219512195122	22050	noise
75	Spectrogram 1	1	54.114104308390026	54.50884353741497	1442.724609375	3940.576171875	21.51219512195122	22050	Henicorhina leucosticta
76	Spectrogram 1	1	55.22866213151927	55.5653514739229	2906.982421875	6632.2265625	21.51219512195122	22050	Posible ave 1
77	Spectrogram 1	1	56.563809523809525	56.97015873015873	3229.98046875	6330.76171875	21.51219512195122	22050	Posible ave 1
78	Spectrogram 1	1	58.10793650793651	58.525895691609975	6309.228515625	7105.95703125	21.51219512195122	22050	Saltator maximus
79	Spectrogram 1	1	58.10793650793651	58.6768253968254	2971.58203125	6266.162109375	21.51219512195122	22050	Posible ave 1
80	Spectrogram 1	1	58.978684807256236	59.11800453514739	3316.11328125	3875.9765625	21.51219512195122	22050	noise
81	Spectrogram 1	1	59.53596371882086	59.66367346938775	6998.291015625	7795.01953125	21.51219512195122	22050	noise
82	Spectrogram 1	1	59.80299319727891	59.98875283446712	2433.251953125	6158.49609375	21.51219512195122	22050	noise
83	Spectrogram 1	1	59.82621315192744	59.98875283446712	6459.9609375	7019.82421875	21.51219512195122	22050	noise
