Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Fmin	Fmax	Specie ID
1	Spectrogram 1	1	0.08126984126984127	0.2786394557823129	6632.2265625	7041.357421875	21.51219512195122	22050	noise
2	Spectrogram 1	1	0.26702947845804986	0.46439909297052157	4112.841796875	4457.373046875	21.51219512195122	22050	noise
3	Spectrogram 1	1	1.509297052154195	1.7298866213151927	4134.375	4457.373046875	21.51219512195122	22050	noise
4	Spectrogram 1	1	1.7182766439909296	2.089795918367347	2497.8515625	2842.3828125	21.51219512195122	22050	noise
5	Spectrogram 1	1	2.1942857142857144	2.391655328798186	2476.318359375	2842.3828125	21.51219512195122	22050	noise
6	Spectrogram 1	1	2.5658049886621317	2.7399546485260773	4112.841796875	4435.83984375	21.51219512195122	22050	noise
7	Spectrogram 1	1	3.1346938775510202	3.5526530612244898	1722.65625	5469.43359375	21.51219512195122	22050	Ramphocelus dimidiatus
8	Spectrogram 1	1	3.1927437641723357	3.308843537414966	7105.95703125	7579.6875	21.51219512195122	22050	noise
9	Spectrogram 1	1	3.4481632653061225	3.633922902494331	6438.427734375	7644.287109375	21.51219512195122	22050	noise
10	Spectrogram 1	1	3.7732426303854876	4.051882086167801	4026.708984375	4457.373046875	21.51219512195122	22050	Hyloxalus
11	Spectrogram 1	1	4.121541950113379	4.435011337868481	6912.158203125	7816.552734375	21.51219512195122	22050	noise
12	Spectrogram 1	1	4.400181405895691	4.702040816326531	4112.841796875	4608.10546875	21.51219512195122	22050	Hyloxalus
13	Spectrogram 1	1	5.061950113378685	5.572789115646258	2670.1171875	4952.63671875	21.51219512195122	22050	Ramphocelus dimidiatus
14	Spectrogram 1	1	5.259319727891157	5.421859410430839	1701.123046875	2519.384765625	21.51219512195122	22050	noise
15	Spectrogram 1	1	5.712108843537415	5.88625850340136	4112.841796875	4414.306640625	21.51219512195122	22050	Hyloxalus
16	Spectrogram 1	1	6.443537414965986	6.6525170068027215	4112.841796875	4435.83984375	21.51219512195122	22050	Hyloxalus
17	Spectrogram 1	1	6.989206349206349	7.546485260770975	1701.123046875	5254.1015625	21.51219512195122	22050	Ramphocelus dimidiatus
18	Spectrogram 1	1	8.289523809523809	8.475283446712018	3919.04296875	4608.10546875	21.51219512195122	22050	noise
19	Spectrogram 1	1	8.289523809523809	8.417233560090702	2540.91796875	3316.11328125	21.51219512195122	22050	noise
20	Spectrogram 1	1	8.916462585034013	9.102222222222222	4112.841796875	4392.7734375	21.51219512195122	22050	Hyloxalus
21	Spectrogram 1	1	9.287981859410431	9.740770975056689	2153.3203125	5124.90234375	21.51219512195122	22050	Ramphocelus dimidiatus
22	Spectrogram 1	1	10.263219954648527	10.483809523809525	6782.958984375	7428.955078125	21.51219512195122	22050	noise
23	Spectrogram 1	1	10.27482993197279	11.052698412698414	1744.189453125	5189.501953125	21.51219512195122	22050	Ramphocelus dimidiatus
24	Spectrogram 1	1	11.981496598639456	12.515555555555556	1744.189453125	5211.03515625	21.51219512195122	22050	Ramphocelus dimidiatus
25	Spectrogram 1	1	12.805804988662132	12.968344671201814	4112.841796875	4414.306640625	21.51219512195122	22050	Hyloxalus
26	Spectrogram 1	1	13.479183673469388	13.699773242630386	4134.375	4478.90625	21.51219512195122	22050	Hyloxalus
27	Spectrogram 1	1	14.071292517006803	14.872380952380952	1701.123046875	5383.30078125	21.51219512195122	22050	Ramphocelus dimidiatus
28	Spectrogram 1	1	14.953650793650795	15.51092970521542	6503.02734375	7751.953125	21.51219512195122	22050	noise
29	Spectrogram 1	1	15.592199546485261	15.81278911564626	4823.4375	5124.90234375	21.51219512195122	22050	noise
