Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Fmin	Fmax	Specie ID
1	Spectrogram 1	1	0.011609977324263039	1.5209070294784581	1119.7265625	8376.416015625	21.51219512195122	22050	noise
2	Spectrogram 1	1	1.509297052154195	1.6950566893424037	6244.62890625	6998.291015625	21.51219512195122	22050	noise
3	Spectrogram 1	1	1.555736961451247	2.089795918367347	4198.974609375	5038.76953125	21.51219512195122	22050	Hyloxalus
4	Spectrogram 1	1	1.9736961451247166	2.1710657596371883	6610.693359375	7622.75390625	21.51219512195122	22050	noise
5	Spectrogram 1	1	2.089795918367347	5.421859410430839	2174.853515625	5598.6328125	21.51219512195122	22050	noise
6	Spectrogram 1	1	2.3219954648526078	2.5774149659863945	6503.02734375	7579.6875	21.51219512195122	22050	noise
7	Spectrogram 1	1	2.380045351473923	2.4961451247165534	3186.9140625	3617.578125	21.51219512195122	22050	noise
8	Spectrogram 1	1	3.436553287981859	3.877732426303855	1141.259765625	2153.3203125	21.51219512195122	22050	noise
9	Spectrogram 1	1	3.8312925170068026	4.063492063492063	5727.83203125	8074.951171875	21.51219512195122	22050	noise
10	Spectrogram 1	1	3.866122448979592	4.2260317460317465	8268.75	9022.412109375	21.51219512195122	22050	noise
11	Spectrogram 1	1	4.121541950113379	5.166439909297052	6481.494140625	10637.40234375	21.51219512195122	22050	Basileuterus sp
12	Spectrogram 1	1	4.864580498866213	6.397097505668934	3725.244140625	9948.33984375	21.51219512195122	22050	noise
13	Spectrogram 1	1	5.921088435374149	6.257777777777778	6007.763671875	7924.21875	21.51219512195122	22050	noise
14	Spectrogram 1	1	6.965986394557823	7.244625850340136	6546.09375	7515.087890625	21.51219512195122	22050	noise
15	Spectrogram 1	1	6.965986394557823	7.383945578231293	4220.5078125	4952.63671875	21.51219512195122	22050	Hyloxalus
16	Spectrogram 1	1	7.1053061224489795	7.2562358276643995	5943.1640625	6373.828125	21.51219512195122	22050	noise
