Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Coereba flaveola	0.46439909297052157	1.8343764172335602	5835.498046875	10034.47265625	3	0
2	Spectrogram 1	1	Leptopogon superciliaris	2.159455782312925	2.5193650793650795	2950.048828125	5297.16796875	8	1
3	Spectrogram 1	1	Hyloxalus	3.842902494331066	4.028662131519274	4155.908203125	4435.83984375	11	0
4	Spectrogram 1	1	Leptopogon superciliaris	6.8382766439909295	7.349115646258503	2971.58203125	5404.833984375	18	0
5	Spectrogram 1	1	Hyloxalus	7.3723356009070296	7.697414965986394	4091.30859375	4457.373046875	19	0
6	Spectrogram 1	1	Hyloxalus	8.126984126984127	8.370793650793651	4155.908203125	4586.572265625	20	0
7	Spectrogram 1	1	Hyloxalus	8.568163265306122	8.962902494331066	4134.375	4629.638671875	22	0
8	Spectrogram 1	1	Hyloxalus	9.287981859410431	9.543401360544218	4112.841796875	4672.705078125	23	0
9	Spectrogram 1	1	Hyloxalus	10.437369614512471	10.681179138321996	4112.841796875	4715.771484375	24	0
10	Spectrogram 1	1	Hyloxalus	10.95981859410431	11.215238095238096	4134.375	4715.771484375	25	0
11	Spectrogram 1	1	Hyloxalus	11.459047619047618	11.749297052154194	4155.908203125	4715.771484375	26	0
12	Spectrogram 1	1	Hyloxalus	11.969886621315192	12.213696145124716	4242.041015625	4758.837890625	28	0
13	Spectrogram 1	1	Hyloxalus	12.445895691609977	12.712925170068027	4112.841796875	4737.3046875	30	0
14	Spectrogram 1	1	Hyloxalus	12.921904761904761	13.223764172335601	4134.375	4758.837890625	31	0
15	Spectrogram 1	1	Leptopogon superciliaris	13.444353741496599	13.931972789115646	2993.115234375	5232.568359375	32	0
16	Spectrogram 1	1	Hyloxalus	14.431201814058957	14.686621315192744	4263.57421875	4801.904296875	33	0
17	Spectrogram 1	1	Hyloxalus	14.814331065759637	15.17424036281179	4112.841796875	4823.4375	34	0
18	Spectrogram 1	1	Hyloxalus	15.418049886621315	15.673469387755102	4112.841796875	4823.4375	35	0
19	Spectrogram 1	1	Hyloxalus	15.882448979591837	16.149478458049888	4263.57421875	4909.5703125	36	0
20	Spectrogram 1	1	Hyloxalus	16.34684807256236	16.62548752834467	4198.974609375	4844.970703125	37	0
21	Spectrogram 1	1	Hyloxalus	16.579047619047618	16.69514739229025	9926.806640625	10486.669921875	39	1
22	Spectrogram 1	1	Hyloxalus	16.764807256235827	17.101496598639457	4134.375	4823.4375	40	0
23	Spectrogram 1	1	Hyloxalus	17.79809523809524	18.053514739229026	4134.375	4844.970703125	44	0
24	Spectrogram 1	1	Hyloxalus	18.274104308390022	18.552743764172334	4112.841796875	4823.4375	45	0
25	Spectrogram 1	1	Hyloxalus	18.76172335600907	19.02875283446712	4155.908203125	4780.37109375	46	0
26	Spectrogram 1	1	Hyloxalus	19.260952380952382	19.620861678004534	4069.775390625	4823.4375	47	0
27	Spectrogram 1	1	Hyloxalus	19.748571428571427	20.003990929705214	4242.041015625	4801.904296875	49	0
28	Spectrogram 1	1	Hyloxalus	20.143310657596373	20.514829931972788	4134.375	4866.50390625	50	0
29	Spectrogram 1	1	Hyloxalus	20.712199546485262	20.990839002267574	4112.841796875	4823.4375	52	0
30	Spectrogram 1	1	Hyloxalus	21.2346485260771	21.559727891156463	4134.375	4844.970703125	53	0
31	Spectrogram 1	1	Hyloxalus	21.73387755102041	22.00090702947846	4177.44140625	4758.837890625	56	0
32	Spectrogram 1	1	Leptopogon superciliaris	22.19827664399093	22.639455782312925	2885.44921875	6438.427734375	57	1
33	Spectrogram 1	1	Hyloxalus	22.88326530612245	23.138684807256237	4112.841796875	4995.703125	58	0
34	Spectrogram 1	1	Hyloxalus	23.881723356009072	24.13714285714286	4220.5078125	4758.837890625	62	0
35	Spectrogram 1	1	Hyloxalus	24.404172335600908	24.68281179138322	3962.109375	4780.37109375	64	0
36	Spectrogram 1	1	Hyloxalus	24.845351473922904	25.205260770975055	3983.642578125	4801.904296875	65	0
37	Spectrogram 1	1	Hyloxalus	25.437460317460317	25.692879818594104	4242.041015625	4888.037109375	66	0
38	Spectrogram 1	1	Hyloxalus	27.109297052154194	27.353106575963718	4242.041015625	4758.837890625	69	0
39	Spectrogram 1	1	Hyloxalus	27.66657596371882	27.921995464852607	4112.841796875	4780.37109375	70	0
40	Spectrogram 1	1	Hyloxalus	28.223854875283447	28.46766439909297	4220.5078125	4737.3046875	71	0
41	Spectrogram 1	1	Hyloxalus	28.757913832199545	29.013333333333332	4220.5078125	4758.837890625	72	0
42	Spectrogram 1	1	Hyloxalus	29.76798185941043	30.011791383219954	4155.908203125	4737.3046875	76	0
43	Spectrogram 1	1	Hyloxalus	30.313650793650794	30.615510204081634	4091.30859375	4737.3046875	77	0
44	Spectrogram 1	1	Hyloxalus	30.859319727891158	31.172789115646257	4069.775390625	4844.970703125	78	0
45	Spectrogram 1	1	Hyloxalus	31.40498866213152	31.753287981859412	4048.2421875	4801.904296875	79	0
46	Spectrogram 1	1	Hyloxalus	31.90421768707483	32.36861678004535	4112.841796875	4866.50390625	81	0
47	Spectrogram 1	1	Hyloxalus	32.51954648526077	32.949115646258505	4134.375	4844.970703125	82	0
48	Spectrogram 1	1	Hyloxalus	34.42358276643991	34.748662131519275	4134.375	4866.50390625	87	0
49	Spectrogram 1	1	Hyloxalus	34.92281179138322	35.28272108843537	4048.2421875	4888.037109375	88	0
50	Spectrogram 1	1	Hyloxalus	35.70068027210884	35.97931972789116	4112.841796875	4823.4375	89	0
51	Spectrogram 1	1	Hyloxalus	36.25795918367347	36.57142857142857	4112.841796875	4866.50390625	90	0
52	Spectrogram 1	1	Hyloxalus	36.78040816326531	37.10548752834467	4134.375	4866.50390625	92	0
53	Spectrogram 1	1	Hyloxalus	37.651156462585035	37.9762358276644	4069.775390625	4844.970703125	93	0
54	Spectrogram 1	1	Leptopogon superciliaris	38.12716553287982	38.568344671201814	3143.84765625	5641.69921875	95	0
55	Spectrogram 1	1	Hyloxalus	38.568344671201814	38.905034013605444	4069.775390625	4888.037109375	96	0
56	Spectrogram 1	1	Hyloxalus	39.0443537414966	39.34621315192744	4134.375	4888.037109375	97	0
57	Spectrogram 1	1	Hyloxalus	39.50875283446712	39.82222222222222	4112.841796875	4909.5703125	98	0
58	Spectrogram 1	1	Hyloxalus	40.03120181405896	40.34467120181406	4091.30859375	4909.5703125	100	0
59	Spectrogram 1	1	Hyloxalus	40.47238095238095	40.78585034013606	4048.2421875	4909.5703125	102	0
60	Spectrogram 1	1	Hyloxalus	40.936780045351476	41.250249433106575	4134.375	4931.103515625	103	0
61	Spectrogram 1	1	Hyloxalus	41.4940589569161	41.795918367346935	4091.30859375	4888.037109375	106	0
62	Spectrogram 1	1	Hyloxalus	42.37641723356009	42.67827664399093	4134.375	4866.50390625	107	0
63	Spectrogram 1	1	Hyloxalus	42.82920634920635	43.13106575963719	4091.30859375	4909.5703125	108	0
64	Spectrogram 1	1	Hyloxalus	43.29360544217687	43.607074829931975	4112.841796875	4909.5703125	109	0
65	Spectrogram 1	1	Hyloxalus	43.816054421768705	44.11791383219955	4134.375	4931.103515625	111	0
66	Spectrogram 1	1	Hyloxalus	44.315283446712016	44.62875283446712	4134.375	4931.103515625	112	0
67	Spectrogram 1	1	Leptopogon superciliaris	44.44299319727891	45.139591836734695	3057.71484375	5534.033203125	113	1
68	Spectrogram 1	1	Leptopogon superciliaris	45.29052154195011	46.04517006802721	2950.048828125	5426.3671875	114	1
69	Spectrogram 1	1	Hyloxalus	46.27736961451247	46.57922902494331	4091.30859375	4931.103515625	115	0
70	Spectrogram 1	1	Hyloxalus	46.7069387755102	47.008798185941046	4134.375	4931.103515625	116	0
71	Spectrogram 1	1	Leptopogon superciliaris	47.42675736961451	48.36716553287982	3079.248046875	5577.099609375	119	1
72	Spectrogram 1	1	Leptopogon superciliaris	48.55292517006803	49.0637641723356	2971.58203125	5340.234375	121	0
73	Spectrogram 1	1	Hyloxalus	49.04054421768708	49.36562358276644	4134.375	4888.037109375	122	0
74	Spectrogram 1	1	Hyloxalus	49.504943310657595	49.80680272108844	4155.908203125	4931.103515625	123	0
75	Spectrogram 1	1	Hyloxalus	49.957732426303856	50.25959183673469	4177.44140625	4931.103515625	125	0
76	Spectrogram 1	1	Hyloxalus	50.45696145124717	50.74721088435374	4155.908203125	4909.5703125	126	0
77	Spectrogram 1	1	Hyloxalus	50.89814058956916	51.211609977324265	4091.30859375	4909.5703125	127	0
78	Spectrogram 1	1	Leptopogon superciliaris	52.19845804988662	52.97632653061225	2950.048828125	5167.96875	129	1
79	Spectrogram 1	1	Hyloxalus	53.1156462585034	53.440725623582765	4155.908203125	4952.63671875	132	0
80	Spectrogram 1	1	Hyloxalus	53.556825396825396	53.881904761904764	4134.375	4931.103515625	134	0
81	Spectrogram 1	1	Hyloxalus	55.83238095238095	56.14585034013606	4155.908203125	4909.5703125	138	0
82	Spectrogram 1	1	Hyloxalus	56.28517006802721	56.62185941043084	4112.841796875	4866.50390625	140	0
83	Spectrogram 1	1	Leptopogon superciliaris	56.73795918367347	57.50421768707483	2928.515625	5189.501953125	142	1
84	Spectrogram 1	1	Hyloxalus	57.63192743764172	57.9221768707483	4069.775390625	4844.970703125	144	0
85	Spectrogram 1	1	Hyloxalus	58.525895691609975	58.82775510204082	4134.375	4844.970703125	147	0
86	Spectrogram 1	1	Hyloxalus	58.978684807256236	59.292154195011335	3380.712890625	4823.4375	148	0
87	Spectrogram 1	1	Hyloxalus	59.48952380952381	59.779773242630384	3897.509765625	4866.50390625	150	0
