Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Ramphocelus dimidiatus	3.1346938775510202	3.5526530612244898	1722.65625	5469.43359375	308	0
2	Spectrogram 1	1	Hyloxalus	3.7732426303854876	4.051882086167801	4026.708984375	4457.373046875	311	0
3	Spectrogram 1	1	Hyloxalus	4.400181405895691	4.702040816326531	4112.841796875	4608.10546875	313	0
4	Spectrogram 1	1	Ramphocelus dimidiatus	5.061950113378685	5.572789115646258	2670.1171875	4952.63671875	314	0
5	Spectrogram 1	1	Hyloxalus	5.712108843537415	5.88625850340136	4112.841796875	4414.306640625	316	0
6	Spectrogram 1	1	Hyloxalus	6.443537414965986	6.6525170068027215	4112.841796875	4435.83984375	317	0
7	Spectrogram 1	1	Ramphocelus dimidiatus	6.989206349206349	7.546485260770975	1701.123046875	5254.1015625	318	1
8	Spectrogram 1	1	Hyloxalus	8.916462585034013	9.102222222222222	4112.841796875	4392.7734375	321	0
9	Spectrogram 1	1	Ramphocelus dimidiatus	9.287981859410431	9.740770975056689	2153.3203125	5124.90234375	322	0
10	Spectrogram 1	1	Ramphocelus dimidiatus	10.27482993197279	11.052698412698414	1744.189453125	5189.501953125	324	0
11	Spectrogram 1	1	Ramphocelus dimidiatus	11.981496598639456	12.515555555555556	1744.189453125	5211.03515625	325	0
12	Spectrogram 1	1	Hyloxalus	12.805804988662132	12.968344671201814	4112.841796875	4414.306640625	326	0
13	Spectrogram 1	1	Hyloxalus	13.479183673469388	13.699773242630386	4134.375	4478.90625	327	0
14	Spectrogram 1	1	Ramphocelus dimidiatus	14.071292517006803	14.872380952380952	1701.123046875	5383.30078125	328	0
15	Spectrogram 1	1	Hyloxalus	16.021768707482995	16.184308390022675	4112.841796875	4414.306640625	331	0
16	Spectrogram 1	1	Hyloxalus	16.683537414965986	16.92734693877551	4048.2421875	4435.83984375	333	0
17	Spectrogram 1	1	Ramphocelus dimidiatus	17.101496598639457	17.600725623582765	1701.123046875	5103.369140625	334	0
18	Spectrogram 1	1	Ramphocelus dimidiatus	17.96063492063492	18.3437641723356	1701.123046875	5081.8359375	335	0
19	Spectrogram 1	1	Ramphocelus dimidiatus	19.4118820861678	19.760181405895693	2691.650390625	5211.03515625	338	0
20	Spectrogram 1	1	Hyloxalus	20.027210884353742	20.224580498866214	4134.375	4435.83984375	340	0
21	Spectrogram 1	1	Hyloxalus	20.56126984126984	20.74702947845805	4112.841796875	4392.7734375	341	0
22	Spectrogram 1	1	Ramphocelus dimidiatus	22.86004535147392	23.219954648526077	1701.123046875	5038.76953125	345	0
23	Spectrogram 1	1	Ramphocelus dimidiatus	25.402630385487527	25.739319727891157	1701.123046875	4888.037109375	348	0
24	Spectrogram 1	1	Ramphocelus dimidiatus	28.096145124716553	28.38639455782313	2777.783203125	5017.236328125	349	0
25	Spectrogram 1	1	Ramphocelus dimidiatus	29.837641723356008	30.1859410430839	1679.58984375	5254.1015625	351	0
26	Spectrogram 1	1	Ramphocelus dimidiatus	32.345396825396826	32.658866213151924	1722.65625	5383.30078125	354	0
27	Spectrogram 1	1	Ramphocelus dimidiatus	35.49170068027211	36.014149659863946	2842.3828125	5124.90234375	358	1
28	Spectrogram 1	1	Ramphocelus dimidiatus	37.581496598639454	37.918185941043085	2756.25	5211.03515625	362	0
29	Spectrogram 1	1	Ramphocelus dimidiatus	42.29514739229025	42.666666666666664	1701.123046875	5038.76953125	369	0
30	Spectrogram 1	1	Ramphocelus dimidiatus	45.39501133786848	45.77814058956916	1744.189453125	5211.03515625	373	0
31	Spectrogram 1	1	Ramphocelus dimidiatus	47.03201814058957	47.368707482993194	2799.31640625	5060.302734375	374	0
32	Spectrogram 1	1	Ramphocelus dimidiatus	48.56453514739229	48.901224489795915	1658.056640625	5081.8359375	378	0
33	Spectrogram 1	1	Ramphocelus dimidiatus	51.83854875283447	52.21006802721089	2670.1171875	5189.501953125	381	1
34	Spectrogram 1	1	Hyloxalus	52.511927437641724	52.72090702947846	4349.70703125	4801.904296875	384	0
35	Spectrogram 1	1	Hyloxalus	52.99954648526077	53.31301587301587	4371.240234375	4780.37109375	385	1
36	Spectrogram 1	1	Hyloxalus	53.67292517006803	53.97478458049886	4414.306640625	4801.904296875	386	0
37	Spectrogram 1	1	Ramphocelus dimidiatus	54.77587301587302	55.576961451247165	2691.650390625	4952.63671875	389	1
38	Spectrogram 1	1	Hyloxalus	55.7859410430839	56.05297052154195	4371.240234375	4823.4375	392	0
39	Spectrogram 1	1	Hyloxalus	56.26195011337869	56.57541950113379	4328.173828125	4844.970703125	394	0
40	Spectrogram 1	1	Hyloxalus	56.62185941043084	57.01659863945578	4371.240234375	4866.50390625	395	0
41	Spectrogram 1	1	Ramphocelus dimidiatus	57.20235827664399	57.67836734693878	2734.716796875	5017.236328125	396	0
42	Spectrogram 1	1	Hyloxalus	57.655147392290246	57.933786848072565	4306.640625	4888.037109375	398	0
43	Spectrogram 1	1	Hyloxalus	58.096326530612245	58.37496598639456	4134.375	4888.037109375	399	0
44	Spectrogram 1	1	Hyloxalus	58.53750566893424	58.82775510204082	4371.240234375	4888.037109375	400	0
45	Spectrogram 1	1	Hyloxalus	58.967074829931974	59.28054421768707	4392.7734375	4909.5703125	401	0
46	Spectrogram 1	1	Hyloxalus	59.686893424036285	59.98875283446712	4112.841796875	4844.970703125	403	0
