Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.448	0.5973333333333334	2484.375	2906.25
2	Spectrogram 1	1	1.0986666666666667	2.026666666666667	14367.1875	15375.0
3	Spectrogram 1	1	1.1093333333333333	2.997333333333333	15609.375	16664.0625
4	Spectrogram 1	1	1.1093333333333333	1.2373333333333334	3843.75	5671.875
5	Spectrogram 1	1	1.1733333333333333	1.8133333333333332	23367.1875	24000.0
6	Spectrogram 1	1	1.3653333333333333	2.965333333333333	8390.625	8718.75
7	Spectrogram 1	1	1.5466666666666666	1.7066666666666668	2507.8125	2906.25
8	Spectrogram 1	1	1.8773333333333333	2.965333333333333	23367.1875	24000.0
9	Spectrogram 1	1	1.888	2.037333333333333	2484.375	3304.6875
10	Spectrogram 1	1	2.5493333333333332	2.6986666666666665	2484.375	2929.6875
11	Spectrogram 1	1	2.8693333333333335	3.029333333333333	2484.375	2929.6875
12	Spectrogram 1	1	3.2106666666666666	3.3706666666666667	2531.25	2929.6875
13	Spectrogram 1	1	3.541333333333333	3.7013333333333334	2507.8125	2976.5625
14	Spectrogram 1	1	3.904	4.053333333333334	2484.375	2953.125
15	Spectrogram 1	1	4.245333333333333	4.437333333333333	2484.375	3304.6875
16	Spectrogram 1	1	4.576	4.810666666666667	2460.9375	3281.25
17	Spectrogram 1	1	4.586666666666667	6.197333333333333	15632.8125	16664.0625
18	Spectrogram 1	1	4.597333333333333	6.1866666666666665	23296.875	24000.0
19	Spectrogram 1	1	4.768	5.152	8390.625	8695.3125
20	Spectrogram 1	1	4.992	5.152	2507.8125	2929.6875
21	Spectrogram 1	1	5.312	5.450666666666667	2507.8125	2929.6875
22	Spectrogram 1	1	5.397333333333333	6.1866666666666665	8390.625	8695.3125
23	Spectrogram 1	1	5.621333333333333	5.781333333333333	2507.8125	2953.125
24	Spectrogram 1	1	5.973333333333334	6.133333333333334	2507.8125	3304.6875
25	Spectrogram 1	1	6.325333333333333	6.474666666666667	2484.375	3304.6875
26	Spectrogram 1	1	6.645333333333333	6.8373333333333335	2531.25	3281.25
27	Spectrogram 1	1	6.976	7.136	2531.25	2953.125
28	Spectrogram 1	1	7.296	7.456	2484.375	2929.6875
29	Spectrogram 1	1	7.562666666666667	7.776	2507.8125	3304.6875
30	Spectrogram 1	1	7.754666666666667	8.245333333333333	14390.625	15398.4375
31	Spectrogram 1	1	7.786666666666667	9.546666666666667	15562.5	16734.375
32	Spectrogram 1	1	7.8933333333333335	9.546666666666667	23273.4375	24000.0
33	Spectrogram 1	1	7.946666666666666	8.053333333333333	10710.9375	11367.1875
34	Spectrogram 1	1	7.957333333333334	8.117333333333333	2484.375	3304.6875
35	Spectrogram 1	1	8.298666666666668	8.458666666666666	2484.375	3304.6875
36	Spectrogram 1	1	8.64	8.842666666666666	2554.6875	3304.6875
37	Spectrogram 1	1	8.970666666666666	9.141333333333334	2507.8125	2953.125
38	Spectrogram 1	1	9.066666666666666	9.322666666666667	609.375	1007.8125
39	Spectrogram 1	1	9.28	9.450666666666667	2507.8125	2953.125
40	Spectrogram 1	1	9.653333333333334	9.792	2507.8125	2953.125
41	Spectrogram 1	1	9.941333333333333	10.122666666666667	2507.8125	3304.6875
42	Spectrogram 1	1	10.122666666666667	10.602666666666666	445.3125	1078.125
43	Spectrogram 1	1	10.272	10.474666666666666	2601.5625	3304.6875
44	Spectrogram 1	1	10.592	10.752	2507.8125	2976.5625
45	Spectrogram 1	1	10.944	11.093333333333334	2507.8125	2953.125
46	Spectrogram 1	1	11.178666666666667	11.424	2460.9375	3281.25
47	Spectrogram 1	1	11.296	12.586666666666666	15585.9375	16664.0625
48	Spectrogram 1	1	11.317333333333334	12.576	23296.875	24000.0
49	Spectrogram 1	1	11.509333333333334	12.544	8390.625	8695.3125
50	Spectrogram 1	1	11.573333333333334	11.733333333333333	2460.9375	3281.25
51	Spectrogram 1	1	11.893333333333333	12.074666666666667	2531.25	3257.8125
52	Spectrogram 1	1	12.224	12.384	2507.8125	2976.5625
