Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Leptodactylus_fuscus	36.0	38.39899999999989	36.0	3000	1136	0
2	Spectrogram 1	1	Leptodactylus_fuscus	43.6	45.59900000000025	43.6	3000	1138	0
3	Spectrogram 1	1	Leptodactylus_fuscus	52.4	54.398999999999795	52.4	3000	1140	0
4	Spectrogram 1	1	Leptodactylus_fuscus	34.4	36.798999999999886	34.4	3000	1135	0
5	Spectrogram 1	1	Leptodactylus_fuscus	20.4	22.398999999999795	20.4	3000	1134	0
6	Spectrogram 1	1	Leptodactylus_fuscus	15.6	17.599000000000252	15.6	3000	1133	0
7	Spectrogram 1	1	Leptodactylus_fuscus	14.8	16.798999999999797	14.8	3000	1132	0
8	Spectrogram 1	1	Leptodactylus_fuscus	14.0	15.998999999999796	14.0	3000	1131	0
9	Spectrogram 1	1	Leptodactylus_fuscus	10.4	12.398999999999797	10.4	3000	1130	0
10	Spectrogram 1	1	Leptodactylus_fuscus	9.2	11.599000000000341	9.2	3000	1129	0
11	Spectrogram 1	1	Leptodactylus_fuscus	42.0	43.998999999999796	42.0	3000	1137	0
12	Spectrogram 1	1	Boana_platanera	1.2	3.199	1.2	2500	0	0
13	Spectrogram 1	1	Leptodactylus_fuscus	48.4	50.398999999999795	48.4	3000	1139	0
14	Spectrogram 1	1	Boana_platanera	25.2	27.599	25.2	2500	6	0
15	Spectrogram 1	1	Boana_platanera	35.2	37.599	35.2	2500	8	0
16	Spectrogram 1	1	Boana_platanera	46.0	47.999	46.0	2500	9	0
17	Spectrogram 1	1	Boana_platanera	17.2	19.999	17.2	2500	5	0
18	Spectrogram 1	1	Boana_platanera	12.8	14.799	12.8	2500	4	0
19	Spectrogram 1	1	Boana_platanera	9.6	11.599	9.6	2500	3	0
20	Spectrogram 1	1	Boana_platanera	8.8	10.799	8.8	2500	2	0
21	Spectrogram 1	1	Boana_platanera	2.0	3.999	2.0	2500	1	0
22	Spectrogram 1	1	Boana_platanera	46.8	48.799	46.8	2500	10	0
23	Spectrogram 1	1	Boana_platanera	49.2	52.399	49.2	2500	12	0
24	Spectrogram 1	1	Boana_platanera	52.0	53.999	52.0	2500	13	0
25	Spectrogram 1	1	Boana_platanera	55.2	57.199	55.2	2500	14	0
26	Spectrogram 1	1	Boana_platanera	47.6	49.599	47.6	2500	11	0
27	Spectrogram 1	1	Boana_platanera	29.2	31.199	29.2	2500	7	0
