Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.170666667	0.789333333	2460.938	3843.750	3750.000	
2	Spectrogram 1	1	0.234666667	0.437333333	4804.688	5273.438	4968.750	
3	Spectrogram 1	1	0.512000000	0.672000000	6679.688	7031.250	6843.750	
4	Spectrogram 1	1	0.586666667	0.714666667	4218.750	4687.500	4312.500	
5	Spectrogram 1	1	0.960000000	1.322666667	5156.250	5882.812	5156.250	
6	Spectrogram 1	1	1.013333333	1.333333333	4195.312	4992.188	4312.500	
7	Spectrogram 1	1	1.184000000	1.365333333	2109.375	2765.625	2625.000	
8	Spectrogram 1	1	1.440000000	1.546666667	4242.188	4687.500	4406.250	
9	Spectrogram 1	1	1.568000000	2.112000000	2648.438	4007.812	3656.250	
10	Spectrogram 1	1	2.261333333	2.656000000	4195.312	5882.812	4500.000	
11	Spectrogram 1	1	2.816000000	2.944000000	2132.812	2671.875	2531.250	
12	Spectrogram 1	1	2.858666667	3.765333333	2296.875	3820.312	3656.250	
13	Spectrogram 1	1	3.018666667	3.210666667	4054.688	4687.500	4406.250	
14	Spectrogram 1	1	3.616000000	3.989333333	4195.312	5179.688	5156.250	
15	Spectrogram 1	1	3.658666667	3.989333333	5367.188	5976.562	5625.000	
16	Spectrogram 1	1	4.405333333	4.832000000	3281.250	3843.750	3468.750	
17	Spectrogram 1	1	4.629333333	4.757333333	4218.750	4640.625	4406.250	
18	Spectrogram 1	1	4.896000000	5.301333333	4218.750	5882.812	4968.750	
19	Spectrogram 1	1	5.088000000	5.237333333	1500.000	2039.062	1687.500	Boana_platanera
20	Spectrogram 1	1	5.258666667	5.429333333	2507.812	3164.062	2625.000	
21	Spectrogram 1	1	5.397333333	5.568000000	4242.188	4687.500	4500.000	
22	Spectrogram 1	1	5.525333333	5.653333333	1570.312	2484.375	2437.500	Leptodactylus_fuscus
23	Spectrogram 1	1	5.749333333	6.176000000	3257.812	3843.750	3843.750	
24	Spectrogram 1	1	6.154666667	6.624000000	4218.750	5929.688	5156.250	
25	Spectrogram 1	1	6.549333333	6.698666667	1968.750	2671.875	2531.250	Leptodactylus_fuscus
26	Spectrogram 1	1	7.093333333	7.562666667	2859.375	3867.188	3656.250	
27	Spectrogram 1	1	7.349333333	7.605333333	2085.938	3140.625	2531.250	Leptodactylus_fuscus
28	Spectrogram 1	1	7.381333333	7.520000000	960.938	1406.250	1218.750	
29	Spectrogram 1	1	7.520000000	7.904000000	5156.250	5812.500	5156.250	
