Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.757333333	0.906666667	5203.125	5882.812	5812.500	
2	Spectrogram 1	1	0.970666667	1.290666667	5132.812	5859.375	5625.000	
3	Spectrogram 1	1	0.992000000	1.141333333	3562.500	4335.938	3937.500	
4	Spectrogram 1	1	1.194666667	2.282666667	2484.375	3796.875	3375.000	
5	Spectrogram 1	1	1.237333333	2.250666667	4007.812	6445.312	4968.750	Troglodytes_aedon
6	Spectrogram 1	1	6.453333333	8.032000000	2460.938	6468.750	6468.750	Troglodytes_aedon
7	Spectrogram 1	1	11.168000000	11.349333333	4007.812	4546.875	4125.000	
8	Spectrogram 1	1	11.669333333	11.829333333	1312.500	1687.500	1500.000	
9	Spectrogram 1	1	12.405333333	12.757333333	1265.625	1757.812	1593.750	
10	Spectrogram 1	1	13.109333333	13.557333333	1265.625	1851.562	1593.750	
11	Spectrogram 1	1	13.248000000	13.365333333	4054.688	4546.875	4125.000	
12	Spectrogram 1	1	13.802666667	14.186666667	1265.625	1804.688	1500.000	
13	Spectrogram 1	1	14.528000000	14.890666667	1289.062	1687.500	1500.000	
14	Spectrogram 1	1	14.581333333	16.074666667	2507.812	6468.750	6468.750	Troglodytes_aedon
15	Spectrogram 1	1	15.264000000	15.616000000	1289.062	1710.938	1593.750	
16	Spectrogram 1	1	16.021333333	16.405333333	1242.188	1687.500	1500.000	
17	Spectrogram 1	1	16.917333333	17.173333333	1265.625	1687.500	1500.000	
18	Spectrogram 1	1	19.594666667	22.229333333	867.188	6398.438	1968.750	Troglodytes_aedon
19	Spectrogram 1	1	20.810666667	21.077333333	890.625	1968.750	1031.250	
20	Spectrogram 1	1	21.226666667	21.376000000	4031.250	4710.938	4031.250	
21	Spectrogram 1	1	22.272000000	22.410666667	1289.062	1781.250	1687.500	
22	Spectrogram 1	1	22.944000000	23.104000000	1453.125	1804.688	1687.500	
23	Spectrogram 1	1	23.605333333	23.786666667	1406.250	1804.688	1687.500	
24	Spectrogram 1	1	23.637333333	23.754666667	4054.688	4593.750	4125.000	
25	Spectrogram 1	1	24.288000000	24.480000000	1453.125	1781.250	1593.750	
26	Spectrogram 1	1	24.992000000	25.173333333	1476.562	1781.250	1593.750	
27	Spectrogram 1	1	25.728000000	25.909333333	1453.125	1804.688	1593.750	
28	Spectrogram 1	1	26.464000000	28.298666667	609.375	6515.625	1968.750	Troglodytes_aedon
29	Spectrogram 1	1	26.464000000	26.645333333	1429.688	1781.250	1687.500	
30	Spectrogram 1	1	27.605333333	27.818666667	8929.688	12632.812	9843.750	
31	Spectrogram 1	1	29.962666667	30.058666667	4054.688	4593.750	4125.000	
32	Spectrogram 1	1	30.773333333	30.890666667	3656.250	4195.312	3937.500	
33	Spectrogram 1	1	31.658666667	31.914666667	750.000	2179.688	1031.250	
34	Spectrogram 1	1	31.690666667	31.840000000	3210.938	3632.812	3468.750	
35	Spectrogram 1	1	31.861333333	32.000000000	4054.688	4570.312	4125.000	
36	Spectrogram 1	1	32.085333333	34.506666667	632.812	6445.312	2062.500	Troglodytes_aedon
37	Spectrogram 1	1	34.517333333	34.656000000	4007.812	4593.750	4125.000	
38	Spectrogram 1	1	34.869333333	35.018666667	2859.375	3234.375	3187.500	
39	Spectrogram 1	1	36.416000000	36.565333333	4054.688	4593.750	4125.000	
40	Spectrogram 1	1	36.725333333	36.864000000	3539.062	4218.750	4031.250	
41	Spectrogram 1	1	37.728000000	39.210666667	703.125	6328.125	1875.000	Troglodytes_aedon
42	Spectrogram 1	1	40.917333333	41.034666667	4031.250	4593.750	4125.000	
43	Spectrogram 1	1	42.698666667	44.181333333	2414.062	6304.688	5812.500	Troglodytes_aedon
44	Spectrogram 1	1	45.749333333	45.877333333	4054.688	4617.188	4125.000	
45	Spectrogram 1	1	47.530666667	49.066666667	2367.188	6281.250	5812.500	Troglodytes_aedon
46	Spectrogram 1	1	47.530666667	47.637333333	3656.250	4242.188	3843.750	
47	Spectrogram 1	1	49.941333333	50.048000000	4054.688	4570.312	4125.000	
48	Spectrogram 1	1	54.293333333	55.818666667	2390.625	6351.562	6000.000	Troglodytes_aedon
49	Spectrogram 1	1	56.320000000	56.437333333	4031.250	4546.875	4125.000	
50	Spectrogram 1	1	57.866666667	58.005333333	3328.125	4242.188	3843.750	
51	Spectrogram 1	1	58.080000000	58.229333333	5179.688	5601.562	5437.500	
52	Spectrogram 1	1	58.741333333	58.922666667	4031.250	4546.875	4125.000	
53	Spectrogram 1	1	59.360000000	59.989333333	2390.625	6281.250	5812.500	
