Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.010666667	0.266666667	93.750	421.875	93.750	
2	Spectrogram 1	1	0.181333333	0.352000000	4921.875	5320.312	5062.500	
3	Spectrogram 1	1	0.576000000	0.725333333	4804.688	5320.312	4968.750	
4	Spectrogram 1	1	0.672000000	1.130666667	70.312	445.312	93.750	
5	Spectrogram 1	1	0.746666667	0.938666667	7171.875	7476.562	7218.750	
6	Spectrogram 1	1	0.917333333	1.045333333	4757.812	5179.688	4875.000	
7	Spectrogram 1	1	1.237333333	1.429333333	7171.875	7500.000	7218.750	
8	Spectrogram 1	1	1.418666667	1.589333333	1429.688	1875.000	1593.750	Boana_platanera
9	Spectrogram 1	1	1.610666667	2.016000000	4101.562	6304.688	4218.750	
10	Spectrogram 1	1	1.728000000	1.920000000	7242.188	7546.875	7312.500	
11	Spectrogram 1	1	1.834666667	2.005333333	8250.000	8859.375	8531.250	
12	Spectrogram 1	1	1.866666667	2.037333333	1429.688	1898.438	1687.500	Boana_platanera
13	Spectrogram 1	1	1.909333333	2.144000000	3304.688	3750.000	3750.000	
14	Spectrogram 1	1	2.197333333	2.378666667	7148.438	7500.000	7218.750	
15	Spectrogram 1	1	2.357333333	2.538666667	1453.125	1968.750	1687.500	Boana_platanera
16	Spectrogram 1	1	2.485333333	2.624000000	4781.250	5343.750	4875.000	
17	Spectrogram 1	1	2.656000000	2.837333333	7148.438	7546.875	7218.750	
18	Spectrogram 1	1	2.773333333	3.029333333	1500.000	1898.438	1687.500	Boana_platanera
19	Spectrogram 1	1	2.794666667	2.965333333	3726.562	4101.562	3750.000	
20	Spectrogram 1	1	3.253333333	3.488000000	1523.438	1875.000	1687.500	Boana_platanera
21	Spectrogram 1	1	3.328000000	3.520000000	3421.875	3820.312	3750.000	
22	Spectrogram 1	1	3.477333333	3.893333333	93.750	421.875	93.750	
23	Spectrogram 1	1	3.765333333	3.936000000	1054.688	1921.875	1687.500	Boana_platanera
24	Spectrogram 1	1	4.298666667	4.426666667	4828.125	5296.875	4968.750	
25	Spectrogram 1	1	4.832000000	5.024000000	7148.438	7500.000	7218.750	
26	Spectrogram 1	1	5.514666667	5.792000000	4031.250	5273.438	4125.000	
27	Spectrogram 1	1	5.525333333	5.685333333	8250.000	8812.500	8343.750	
28	Spectrogram 1	1	5.546666667	5.696000000	5531.250	6187.500	6093.750	
29	Spectrogram 1	1	5.642666667	6.058666667	70.312	445.312	93.750	
30	Spectrogram 1	1	5.930666667	6.186666667	3328.125	3726.562	3656.250	
31	Spectrogram 1	1	5.962666667	6.208000000	1453.125	1921.875	1687.500	Boana_platanera
32	Spectrogram 1	1	6.005333333	6.432000000	4734.375	5296.875	4968.750	
33	Spectrogram 1	1	6.432000000	7.392000000	70.312	375.000	93.750	
34	Spectrogram 1	1	7.264000000	7.445333333	4734.375	5390.625	4968.750	
35	Spectrogram 1	1	7.296000000	7.445333333	1429.688	1898.438	1687.500	Boana_platanera
36	Spectrogram 1	1	7.520000000	7.690666667	7171.875	7500.000	7218.750	
37	Spectrogram 1	1	7.605333333	7.818666667	3960.938	6187.500	4593.750	
38	Spectrogram 1	1	7.616000000	7.829333333	8132.812	8859.375	8437.500	
39	Spectrogram 1	1	7.658666667	7.914666667	1476.562	1875.000	1687.500	Boana_platanera
40	Spectrogram 1	1	7.808000000	7.989333333	3398.438	3773.438	3750.000	
41	Spectrogram 1	1	8.181333333	8.554666667	93.750	445.312	93.750	
42	Spectrogram 1	1	8.224000000	8.373333333	1406.250	1898.438	1687.500	Boana_platanera
43	Spectrogram 1	1	8.341333333	8.490666667	4757.812	5367.188	4968.750	
44	Spectrogram 1	1	8.693333333	8.832000000	1101.562	1945.312	1687.500	Boana_platanera
45	Spectrogram 1	1	9.045333333	9.322666667	3421.875	3750.000	3750.000	
46	Spectrogram 1	1	9.184000000	9.322666667	1500.000	1898.438	1687.500	Boana_platanera
47	Spectrogram 1	1	9.237333333	9.482666667	4828.125	5296.875	4968.750	
48	Spectrogram 1	1	9.632000000	9.898666667	1500.000	1875.000	1687.500	Boana_platanera
49	Spectrogram 1	1	10.218666667	10.464000000	7148.438	7523.438	7218.750	
50	Spectrogram 1	1	10.346666667	10.762666667	3375.000	5085.938	4125.000	
51	Spectrogram 1	1	10.528000000	10.688000000	8250.000	8859.375	8343.750	
52	Spectrogram 1	1	10.528000000	10.720000000	5390.625	6304.688	6281.250	
53	Spectrogram 1	1	10.752000000	10.880000000	3562.500	4031.250	3937.500	
54	Spectrogram 1	1	10.901333333	11.029333333	4781.250	5273.438	4968.750	
55	Spectrogram 1	1	11.232000000	11.413333333	7171.875	7476.562	7218.750	
56	Spectrogram 1	1	11.477333333	11.818666667	3328.125	3984.375	3843.750	
57	Spectrogram 1	1	12.277333333	12.437333333	7171.875	7476.562	7218.750	
58	Spectrogram 1	1	12.629333333	12.768000000	4898.438	5343.750	4968.750	
59	Spectrogram 1	1	12.672000000	13.034666667	3304.688	4078.125	3750.000	
60	Spectrogram 1	1	12.768000000	12.960000000	7148.438	7500.000	7218.750	
61	Spectrogram 1	1	12.853333333	12.992000000	1500.000	1945.312	1687.500	
62	Spectrogram 1	1	12.864000000	13.088000000	5343.750	6234.375	5343.750	
63	Spectrogram 1	1	12.874666667	13.130666667	4007.812	5156.250	4125.000	
64	Spectrogram 1	1	12.906666667	13.066666667	8390.625	8812.500	8437.500	
65	Spectrogram 1	1	13.589333333	13.749333333	4781.250	5343.750	4968.750	
