Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.010666667	0.181333333	7710.938	8226.562	8062.500	
2	Spectrogram 1	1	0.010666667	1.301333333	1195.312	2906.250	2250.000	Nyctidromus_albicollis
3	Spectrogram 1	1	0.149333333	0.309333333	9937.500	12492.188	12375.000	
4	Spectrogram 1	1	0.405333333	0.618666667	9703.125	10125.000	9843.750	
5	Spectrogram 1	1	0.405333333	0.576000000	4828.125	5132.812	4968.750	
6	Spectrogram 1	1	0.448000000	0.554666667	18515.625	19007.812	18750.000	
7	Spectrogram 1	1	0.490666667	0.704000000	12820.312	13359.375	12843.750	
8	Spectrogram 1	1	0.501333333	0.736000000	10289.062	12210.938	10875.000	
9	Spectrogram 1	1	0.725333333	0.992000000	4828.125	5226.562	4968.750	
10	Spectrogram 1	1	0.832000000	1.205333333	9609.375	12304.688	9843.750	
11	Spectrogram 1	1	1.205333333	1.493333333	4734.375	5484.375	4968.750	
12	Spectrogram 1	1	1.269333333	1.621333333	9187.500	12234.375	9843.750	
13	Spectrogram 1	1	1.610666667	1.813333333	15867.188	16335.938	16031.250	
14	Spectrogram 1	1	1.674666667	1.994666667	4710.938	5437.500	4875.000	
15	Spectrogram 1	1	1.717333333	1.941333333	9703.125	10078.125	9843.750	
16	Spectrogram 1	1	2.069333333	2.442666667	9726.562	11226.562	9843.750	
17	Spectrogram 1	1	2.080000000	2.570666667	4664.062	5437.500	4968.750	
18	Spectrogram 1	1	2.122666667	2.432000000	11062.500	12234.375	11812.500	
19	Spectrogram 1	1	2.208000000	2.336000000	15773.438	16265.625	16218.750	
20	Spectrogram 1	1	2.592000000	2.698666667	10265.625	10992.188	10406.250	
21	Spectrogram 1	1	2.688000000	2.901333333	9679.688	10054.688	9843.750	
22	Spectrogram 1	1	2.709333333	3.093333333	4664.062	5273.438	4875.000	
23	Spectrogram 1	1	2.922666667	3.221333333	12726.562	13382.812	13125.000	
24	Spectrogram 1	1	3.029333333	3.360000000	9515.625	12234.375	9843.750	
25	Spectrogram 1	1	3.509333333	4.458666667	1195.312	2601.562	1781.250	Nyctidromus_albicollis
26	Spectrogram 1	1	3.552000000	3.818666667	9703.125	10195.312	9843.750	
27	Spectrogram 1	1	3.552000000	3.978666667	4781.250	5507.812	4968.750	
28	Spectrogram 1	1	3.808000000	4.128000000	15773.438	16453.125	16125.000	
29	Spectrogram 1	1	3.808000000	4.096000000	7804.688	8226.562	8062.500	
30	Spectrogram 1	1	3.978666667	4.373333333	4664.062	5273.438	4968.750	
31	Spectrogram 1	1	4.085333333	4.352000000	9703.125	10054.688	9843.750	
32	Spectrogram 1	1	4.416000000	4.618666667	6585.938	6937.500	6656.250	
33	Spectrogram 1	1	4.522666667	4.928000000	8015.625	8367.188	8062.500	
34	Spectrogram 1	1	4.533333333	4.768000000	4664.062	5109.375	4875.000	
35	Spectrogram 1	1	4.565333333	4.832000000	9656.250	10054.688	9843.750	
36	Spectrogram 1	1	4.725333333	4.810666667	11531.250	12093.750	11718.750	
37	Spectrogram 1	1	4.789333333	4.928000000	16101.562	16476.562	16125.000	
38	Spectrogram 1	1	5.152000000	5.354666667	9679.688	10078.125	9843.750	
39	Spectrogram 1	1	5.184000000	5.429333333	4757.812	5203.125	4875.000	
40	Spectrogram 1	1	5.450666667	5.600000000	1945.312	2601.562	1968.750	
41	Spectrogram 1	1	5.546666667	5.866666667	4429.688	5578.125	4875.000	
42	Spectrogram 1	1	5.589333333	5.760000000	13195.312	13781.250	13312.500	
43	Spectrogram 1	1	5.610666667	5.749333333	6562.500	7078.125	6750.000	
44	Spectrogram 1	1	5.877333333	6.026666667	15890.625	16289.062	16125.000	
45	Spectrogram 1	1	5.930666667	6.218666667	7851.562	8250.000	8062.500	
46	Spectrogram 1	1	5.962666667	6.165333333	1640.625	2273.438	1968.750	
47	Spectrogram 1	1	6.122666667	6.410666667	9679.688	10453.125	9843.750	
48	Spectrogram 1	1	6.122666667	6.293333333	4781.250	5484.375	4968.750	
49	Spectrogram 1	1	6.272000000	6.410666667	10898.438	11343.750	11156.250	
50	Spectrogram 1	1	6.325333333	6.922666667	7968.750	8320.312	8062.500	
51	Spectrogram 1	1	6.346666667	6.837333333	15843.750	16406.250	16031.250	
52	Spectrogram 1	1	6.581333333	7.338666667	8789.062	11648.438	9843.750	
53	Spectrogram 1	1	6.581333333	7.018666667	4781.250	5765.625	4875.000	
54	Spectrogram 1	1	6.656000000	8.256000000	679.688	3164.062	1875.000	Nyctidromus_albicollis
55	Spectrogram 1	1	6.965333333	7.413333333	4500.000	5437.500	4968.750	
56	Spectrogram 1	1	7.178666667	7.434666667	16078.125	16453.125	16312.500	
57	Spectrogram 1	1	7.552000000	7.712000000	11390.625	13054.688	12468.750	
58	Spectrogram 1	1	7.605333333	7.765333333	18492.188	18820.312	18656.250	
59	Spectrogram 1	1	7.936000000	8.085333333	3796.875	4218.750	3843.750	
60	Spectrogram 1	1	8.053333333	8.170666667	10921.875	11507.812	11156.250	
61	Spectrogram 1	1	8.053333333	8.352000000	4804.688	5460.938	4968.750	
62	Spectrogram 1	1	8.074666667	8.288000000	13218.750	13617.188	13312.500	
63	Spectrogram 1	1	8.330666667	8.800000000	4617.188	5601.562	4968.750	
64	Spectrogram 1	1	8.341333333	8.672000000	7242.188	7781.250	7687.500	
65	Spectrogram 1	1	8.650666667	8.778666667	18421.875	18820.312	18750.000	
66	Spectrogram 1	1	8.949333333	9.066666667	10757.812	11203.125	11156.250	
67	Spectrogram 1	1	8.960000000	9.162666667	9656.250	10265.625	9843.750	
68	Spectrogram 1	1	8.981333333	9.269333333	4687.500	5085.938	4875.000	
69	Spectrogram 1	1	9.450666667	9.696000000	9726.562	10101.562	9843.750	
70	Spectrogram 1	1	9.493333333	9.845333333	4476.562	5179.688	4875.000	
71	Spectrogram 1	1	9.674666667	10.101333333	1570.312	2648.438	1875.000	Nyctidromus_albicollis
72	Spectrogram 1	1	9.888000000	10.218666667	4781.250	5296.875	4875.000	
73	Spectrogram 1	1	9.930666667	10.112000000	13242.188	13664.062	13593.750	
74	Spectrogram 1	1	9.941333333	10.080000000	14578.125	15000.000	14812.500	
75	Spectrogram 1	1	9.973333333	10.218666667	9679.688	10101.562	9843.750	
76	Spectrogram 1	1	10.208000000	10.453333333	15609.375	16031.250	15937.500	
77	Spectrogram 1	1	10.272000000	10.410666667	21046.875	23179.688	21468.750	
78	Spectrogram 1	1	10.314666667	10.453333333	4453.125	5250.000	4687.500	
79	Spectrogram 1	1	10.325333333	10.421333333	10968.750	11648.438	11156.250	
80	Spectrogram 1	1	10.325333333	10.496000000	1664.062	2296.875	1875.000	
81	Spectrogram 1	1	10.794666667	10.965333333	4804.688	5250.000	4968.750	
82	Spectrogram 1	1	10.794666667	11.360000000	1195.312	2671.875	1781.250	Nyctidromus_albicollis
83	Spectrogram 1	1	10.848000000	10.976000000	11296.875	11718.750	11437.500	
84	Spectrogram 1	1	10.965333333	11.136000000	15960.938	16382.812	16125.000	
85	Spectrogram 1	1	11.114666667	11.370666667	14625.000	14976.562	14718.750	
86	Spectrogram 1	1	11.157333333	11.370666667	4640.625	5039.062	4875.000	
87	Spectrogram 1	1	11.200000000	11.445333333	9656.250	10125.000	9843.750	
88	Spectrogram 1	1	11.242666667	11.466666667	13148.438	13687.500	13312.500	
89	Spectrogram 1	1	11.242666667	11.498666667	5835.938	6890.625	6656.250	
90	Spectrogram 1	1	11.562666667	11.712000000	4453.125	5015.625	4968.750	
91	Spectrogram 1	1	11.584000000	12.138666667	1406.250	2695.312	2062.500	Nyctidromus_albicollis
92	Spectrogram 1	1	12.085333333	12.373333333	16078.125	16382.812	16218.750	
93	Spectrogram 1	1	12.149333333	12.672000000	1359.375	2390.625	2062.500	
94	Spectrogram 1	1	12.266666667	12.501333333	4664.062	5179.688	4875.000	
95	Spectrogram 1	1	12.640000000	12.768000000	4781.250	5226.562	4875.000	
