Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.298666667	0.501333333	2085.938	2554.688	2343.750	
2	Spectrogram 1	1	3.808000000	3.957333333	4078.125	5179.688	4125.000	
3	Spectrogram 1	1	3.925333333	5.408000000	1898.438	2859.375	2437.500	
4	Spectrogram 1	1	4.032000000	4.810666667	3984.375	5367.188	4312.500	
5	Spectrogram 1	1	4.885333333	6.442666667	3890.625	5390.625	4406.250	Troglodytes_aedon
6	Spectrogram 1	1	5.472000000	6.677333333	1757.812	2835.938	2343.750	
7	Spectrogram 1	1	10.101333333	10.229333333	4148.438	4523.438	4218.750	
8	Spectrogram 1	1	10.528000000	12.480000000	3843.750	5601.562	4312.500	Troglodytes_aedon
9	Spectrogram 1	1	11.264000000	12.341333333	1664.062	2882.812	2343.750	
10	Spectrogram 1	1	13.130666667	13.248000000	4125.000	4617.188	4406.250	
11	Spectrogram 1	1	13.440000000	13.557333333	3984.375	4453.125	4031.250	
12	Spectrogram 1	1	13.664000000	14.698666667	3632.812	5414.062	3843.750	
13	Spectrogram 1	1	13.685333333	13.856000000	8929.688	10101.562	9093.750	
14	Spectrogram 1	1	14.005333333	14.336000000	1664.062	2015.625	1781.250	
15	Spectrogram 1	1	14.709333333	14.997333333	8671.875	12773.438	8906.250	
16	Spectrogram 1	1	14.720000000	15.274666667	4007.812	5648.438	5531.250	
17	Spectrogram 1	1	15.509333333	16.053333333	4054.688	5859.375	4968.750	
18	Spectrogram 1	1	15.733333333	16.021333333	8460.938	15609.375	8906.250	
19	Spectrogram 1	1	15.797333333	15.914666667	6726.562	7523.438	7312.500	
20	Spectrogram 1	1	16.032000000	16.277333333	3937.500	4804.688	3937.500	
21	Spectrogram 1	1	16.384000000	16.629333333	4007.812	5015.625	4125.000	
22	Spectrogram 1	1	16.736000000	16.938666667	3937.500	5226.562	3937.500	
23	Spectrogram 1	1	17.056000000	17.621333333	4195.312	6257.812	5156.250	
24	Spectrogram 1	1	17.162666667	17.493333333	8367.188	16617.188	8625.000	
25	Spectrogram 1	1	17.226666667	17.397333333	6656.250	7687.500	6750.000	
26	Spectrogram 1	1	17.525333333	18.560000000	3867.188	5765.625	4125.000	Troglodytes_aedon
27	Spectrogram 1	1	17.856000000	18.890666667	1312.500	3023.438	2718.750	
28	Spectrogram 1	1	18.336000000	18.634666667	8742.188	13078.125	8812.500	
29	Spectrogram 1	1	18.624000000	19.669333333	3679.688	5601.562	3843.750	
30	Spectrogram 1	1	18.837333333	19.210666667	1640.625	1992.188	1781.250	
31	Spectrogram 1	1	19.488000000	19.754666667	8812.500	11250.000	8812.500	
32	Spectrogram 1	1	23.840000000	24.906666667	3890.625	5132.812	4125.000	Troglodytes_aedon
33	Spectrogram 1	1	24.330666667	25.322666667	1828.125	3023.438	2812.500	Troglodytes_aedon
34	Spectrogram 1	1	25.397333333	25.941333333	3984.375	4523.438	4031.250	
35	Spectrogram 1	1	25.600000000	25.898666667	4781.250	5296.875	5156.250	
36	Spectrogram 1	1	25.813333333	25.984000000	9351.562	10101.562	9656.250	
37	Spectrogram 1	1	26.080000000	26.389333333	2484.375	2789.062	2531.250	
38	Spectrogram 1	1	26.410666667	26.549333333	9351.562	9867.188	9750.000	
39	Spectrogram 1	1	26.538666667	27.690666667	4007.812	5718.750	5625.000	
40	Spectrogram 1	1	26.581333333	26.794666667	9070.312	9492.188	9468.750	
41	Spectrogram 1	1	27.061333333	27.434666667	1640.625	1968.750	1781.250	
42	Spectrogram 1	1	27.477333333	29.280000000	1851.562	3046.875	2718.750	Troglodytes_aedon
43	Spectrogram 1	1	27.850666667	28.725333333	3820.312	4851.562	4406.250	
44	Spectrogram 1	1	30.570666667	30.709333333	1289.062	1851.562	1500.000	
45	Spectrogram 1	1	33.781333333	34.656000000	3750.000	4734.375	3750.000	Troglodytes_aedon
46	Spectrogram 1	1	34.218666667	35.200000000	1898.438	3046.875	2718.750	Troglodytes_aedon
47	Spectrogram 1	1	36.714666667	36.864000000	4031.250	4476.562	4125.000	
48	Spectrogram 1	1	38.314666667	38.485333333	1312.500	1687.500	1500.000	
49	Spectrogram 1	1	38.954666667	39.178666667	3960.938	4804.688	4312.500	
50	Spectrogram 1	1	39.338666667	39.562666667	3960.938	4687.500	4312.500	
51	Spectrogram 1	1	39.680000000	39.904000000	3984.375	5226.562	4218.750	
52	Spectrogram 1	1	40.192000000	41.056000000	3867.188	4851.562	4406.250	Troglodytes_aedon
53	Spectrogram 1	1	40.501333333	41.600000000	1734.375	3070.312	2812.500	Troglodytes_aedon
54	Spectrogram 1	1	42.570666667	42.741333333	1335.938	1640.625	1593.750	
55	Spectrogram 1	1	43.370666667	43.562666667	1242.188	1687.500	1406.250	
56	Spectrogram 1	1	44.160000000	44.426666667	1265.625	1804.688	1312.500	
57	Spectrogram 1	1	44.245333333	44.704000000	4968.750	5789.062	5718.750	
58	Spectrogram 1	1	44.949333333	45.344000000	1289.062	2109.375	1593.750	
59	Spectrogram 1	1	46.218666667	46.538666667	1453.125	1992.188	1968.750	
60	Spectrogram 1	1	46.634666667	48.149333333	773.438	3070.312	2718.750	
61	Spectrogram 1	1	46.805333333	47.626666667	3843.750	5460.938	4031.250	
62	Spectrogram 1	1	48.245333333	48.384000000	1523.438	2109.375	1968.750	
63	Spectrogram 1	1	48.320000000	48.906666667	750.000	2156.250	1500.000	
64	Spectrogram 1	1	49.130666667	49.738666667	773.438	2179.688	1406.250	
65	Spectrogram 1	1	50.080000000	50.613333333	796.875	2296.875	1406.250	
66	Spectrogram 1	1	51.573333333	52.000000000	4898.438	5718.750	5625.000	
67	Spectrogram 1	1	51.637333333	52.309333333	796.875	2132.812	1500.000	
