Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.117333333	0.512000000	3796.875	4429.688	4031.250	
2	Spectrogram 1	1	0.458666667	0.693333333	1335.938	2132.812	1687.500	Nyctidromus_albicollis
3	Spectrogram 1	1	1.205333333	1.685333333	3773.438	4453.125	4031.250	
4	Spectrogram 1	1	2.336000000	2.677333333	3773.438	4406.250	4031.250	
5	Spectrogram 1	1	3.018666667	3.296000000	1289.062	2179.688	1875.000	Nyctidromus_albicollis
6	Spectrogram 1	1	3.434666667	3.712000000	3914.062	4429.688	4125.000	
7	Spectrogram 1	1	4.501333333	4.917333333	3773.438	4382.812	4031.250	
8	Spectrogram 1	1	5.472000000	5.856000000	3773.438	4429.688	4031.250	
9	Spectrogram 1	1	5.578666667	5.845333333	1335.938	2179.688	1781.250	Nyctidromus_albicollis
10	Spectrogram 1	1	6.570666667	6.976000000	3796.875	4453.125	4031.250	
11	Spectrogram 1	1	7.530666667	8.053333333	3773.438	4429.688	4125.000	
12	Spectrogram 1	1	8.597333333	9.130666667	3750.000	4382.812	3937.500	
13	Spectrogram 1	1	9.696000000	10.090666667	3750.000	4429.688	4031.250	
14	Spectrogram 1	1	10.784000000	11.253333333	3750.000	4382.812	4031.250	
15	Spectrogram 1	1	11.936000000	12.330666667	3796.875	4359.375	4031.250	
16	Spectrogram 1	1	12.896000000	13.408000000	3750.000	4406.250	4125.000	
17	Spectrogram 1	1	14.240000000	14.549333333	3750.000	4382.812	4125.000	
18	Spectrogram 1	1	15.008000000	15.264000000	1500.000	2156.250	1781.250	Nyctidromus_albicollis
19	Spectrogram 1	1	15.221333333	15.594666667	3796.875	4312.500	4031.250	
20	Spectrogram 1	1	16.352000000	16.725333333	3773.438	4406.250	4125.000	
21	Spectrogram 1	1	17.397333333	17.749333333	3796.875	4312.500	4031.250	
22	Spectrogram 1	1	18.464000000	18.869333333	3773.438	4406.250	4125.000	
23	Spectrogram 1	1	18.517333333	18.645333333	1640.625	2109.375	1875.000	Nyctidromus_albicollis
24	Spectrogram 1	1	19.552000000	19.946666667	3750.000	4289.062	4031.250	
25	Spectrogram 1	1	20.661333333	21.237333333	3796.875	4406.250	4031.250	
26	Spectrogram 1	1	21.760000000	22.176000000	3773.438	4312.500	4031.250	
27	Spectrogram 1	1	22.805333333	23.242666667	3750.000	4406.250	4031.250	
28	Spectrogram 1	1	23.914666667	24.245333333	3750.000	4406.250	4031.250	
29	Spectrogram 1	1	24.970666667	25.344000000	3773.438	4382.812	4031.250	
30	Spectrogram 1	1	26.026666667	26.389333333	3703.125	4382.812	4031.250	
31	Spectrogram 1	1	26.730666667	26.901333333	1664.062	2156.250	1781.250	Nyctidromus_albicollis
32	Spectrogram 1	1	27.061333333	27.466666667	3750.000	4429.688	4031.250	
33	Spectrogram 1	1	28.160000000	28.565333333	3773.438	4382.812	4031.250	
34	Spectrogram 1	1	29.269333333	29.610666667	3750.000	4453.125	4031.250	
35	Spectrogram 1	1	31.306666667	31.744000000	3750.000	4382.812	4031.250	
36	Spectrogram 1	1	31.861333333	32.000000000	1734.375	2156.250	1968.750	Nyctidromus_albicollis
