Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.010666667	0.074666667	21562.500	22476.562	21937.500	
2	Spectrogram 1	1	0.010666667	0.117333333	8109.375	14320.312	12375.000	
3	Spectrogram 1	1	0.277333333	0.426666667	8085.938	11039.062	10031.250	
4	Spectrogram 1	1	0.277333333	1.045333333	4125.000	5671.875	4687.500	
5	Spectrogram 1	1	0.288000000	0.384000000	21585.938	22312.500	21937.500	
6	Spectrogram 1	1	0.288000000	0.394666667	12000.000	13617.188	12375.000	
7	Spectrogram 1	1	0.586666667	0.693333333	21562.500	22148.438	22031.250	
8	Spectrogram 1	1	0.586666667	0.693333333	11929.688	13570.312	12281.250	
9	Spectrogram 1	1	0.586666667	0.714666667	8554.688	11062.500	10781.250	
10	Spectrogram 1	1	0.832000000	1.013333333	8085.938	10242.188	10031.250	
11	Spectrogram 1	1	0.885333333	0.981333333	12093.750	13546.875	12281.250	
12	Spectrogram 1	1	0.896000000	0.981333333	10429.688	11179.688	10781.250	
13	Spectrogram 1	1	0.906666667	1.226666667	1429.688	2531.250	1875.000	Nyctidromus_albicollis
14	Spectrogram 1	1	1.173333333	1.269333333	11953.125	13593.750	12281.250	
15	Spectrogram 1	1	1.173333333	1.322666667	8648.438	11062.500	9187.500	
16	Spectrogram 1	1	1.184000000	1.269333333	20156.250	20929.688	20250.000	
17	Spectrogram 1	1	1.525333333	1.632000000	12000.000	13593.750	12375.000	
18	Spectrogram 1	1	1.525333333	1.632000000	8671.875	10148.438	10031.250	
19	Spectrogram 1	1	1.696000000	2.058666667	3210.938	3632.812	3562.500	
20	Spectrogram 1	1	1.717333333	2.314666667	4031.250	5625.000	4593.750	
21	Spectrogram 1	1	1.760000000	1.920000000	8085.938	11062.500	10500.000	
22	Spectrogram 1	1	1.781333333	1.888000000	12023.438	13640.625	12375.000	
23	Spectrogram 1	1	2.410666667	2.538666667	8601.562	11109.375	10500.000	
24	Spectrogram 1	1	2.421333333	2.528000000	11882.812	13570.312	12281.250	
25	Spectrogram 1	1	2.506666667	2.858666667	4406.250	5132.812	4593.750	
26	Spectrogram 1	1	2.645333333	2.794666667	8507.812	11250.000	10500.000	
27	Spectrogram 1	1	2.666666667	2.773333333	12000.000	13546.875	12375.000	
28	Spectrogram 1	1	2.965333333	3.082666667	8085.938	11039.062	10031.250	
29	Spectrogram 1	1	2.976000000	3.061333333	12046.875	13546.875	12281.250	
30	Spectrogram 1	1	3.168000000	3.328000000	8039.062	11062.500	10875.000	
31	Spectrogram 1	1	3.168000000	3.445333333	1476.562	2484.375	1875.000	Nyctidromus_albicollis
32	Spectrogram 1	1	3.200000000	3.296000000	12070.312	13593.750	12468.750	
33	Spectrogram 1	1	3.253333333	3.637333333	4125.000	5671.875	4593.750	
