Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.181333333	0.458666667	4265.625	4804.688	4593.750	Leptodactylus_fuscus
2	Spectrogram 1	1	0.693333333	1.024000000	4007.812	4992.188	4593.750	Leptodactylus_fuscus
3	Spectrogram 1	1	0.853333333	1.397333333	7382.812	7992.188	7406.250	
4	Spectrogram 1	1	1.269333333	1.557333333	4265.625	4804.688	4593.750	Leptodactylus_fuscus
5	Spectrogram 1	1	1.653333333	2.378666667	1031.250	2671.875	1687.500	Nyctidromus_albicollis
6	Spectrogram 1	1	1.770666667	2.016000000	4265.625	4804.688	4593.750	Leptodactylus_fuscus
7	Spectrogram 1	1	2.261333333	2.496000000	4171.875	4945.312	4593.750	Leptodactylus_fuscus
8	Spectrogram 1	1	2.410666667	2.560000000	12820.312	13242.188	12937.500	
9	Spectrogram 1	1	2.805333333	3.114666667	4007.812	4804.688	4593.750	Leptodactylus_fuscus
10	Spectrogram 1	1	2.954666667	3.146666667	1921.875	2601.562	2062.500	
11	Spectrogram 1	1	2.976000000	3.786666667	7265.625	8015.625	7406.250	
12	Spectrogram 1	1	3.434666667	3.616000000	4289.062	4734.375	4593.750	Leptodactylus_fuscus
13	Spectrogram 1	1	3.605333333	3.733333333	12820.312	13476.562	12937.500	
14	Spectrogram 1	1	3.872000000	4.160000000	4148.438	4968.750	4593.750	Leptodactylus_fuscus
15	Spectrogram 1	1	4.288000000	4.437333333	5765.625	6515.625	6375.000	
16	Spectrogram 1	1	4.522666667	4.704000000	3914.062	4523.438	3937.500	
17	Spectrogram 1	1	4.768000000	5.002666667	4476.562	4804.688	4593.750	Leptodactylus_fuscus
18	Spectrogram 1	1	4.885333333	5.056000000	5718.750	6140.625	6093.750	
19	Spectrogram 1	1	5.301333333	5.514666667	4453.125	4804.688	4593.750	Leptodactylus_fuscus
20	Spectrogram 1	1	5.557333333	5.802666667	12304.688	13031.250	12750.000	
21	Spectrogram 1	1	5.568000000	5.909333333	4171.875	4734.375	4593.750	Leptodactylus_fuscus
22	Spectrogram 1	1	5.578666667	5.749333333	18890.625	19289.062	19125.000	
23	Spectrogram 1	1	5.738666667	6.826666667	7429.688	8039.062	7500.000	
24	Spectrogram 1	1	6.144000000	6.368000000	5625.000	6164.062	6093.750	
25	Spectrogram 1	1	6.176000000	6.357333333	4289.062	4804.688	4593.750	Leptodactylus_fuscus
