Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.010666667	0.373333333	3679.688	4265.625	3750.000	Dendropsophus_microcephalus
2	Spectrogram 1	1	0.085333333	0.373333333	2484.375	2882.812	2812.500	
3	Spectrogram 1	1	1.216000000	1.589333333	3656.250	3960.938	3750.000	Dendropsophus_microcephalus
4	Spectrogram 1	1	1.450666667	2.005333333	8648.438	8976.562	8718.750	
5	Spectrogram 1	1	2.400000000	2.880000000	3656.250	4265.625	3750.000	Dendropsophus_microcephalus
6	Spectrogram 1	1	3.306666667	3.904000000	8601.562	9257.812	8625.000	
7	Spectrogram 1	1	3.637333333	3.893333333	3632.812	4242.188	3750.000	Dendropsophus_microcephalus
8	Spectrogram 1	1	3.776000000	3.882666667	2343.750	2835.938	2718.750	
9	Spectrogram 1	1	3.978666667	4.192000000	5437.500	5882.812	5437.500	
10	Spectrogram 1	1	4.928000000	5.226666667	3656.250	4359.375	3750.000	Dendropsophus_microcephalus
11	Spectrogram 1	1	5.920000000	6.421333333	3656.250	4218.750	3750.000	Dendropsophus_microcephalus
12	Spectrogram 1	1	5.952000000	6.474666667	8648.438	9000.000	8718.750	
13	Spectrogram 1	1	6.624000000	6.901333333	2414.062	2789.062	2718.750	
14	Spectrogram 1	1	8.010666667	8.576000000	8648.438	8976.562	8718.750	
15	Spectrogram 1	1	8.896000000	9.205333333	3656.250	4265.625	3750.000	Dendropsophus_microcephalus
16	Spectrogram 1	1	9.888000000	10.752000000	8601.562	9234.375	8625.000	
17	Spectrogram 1	1	10.058666667	10.421333333	3304.688	4335.938	3750.000	Dendropsophus_microcephalus
18	Spectrogram 1	1	11.296000000	11.445333333	2625.000	3070.312	3000.000	
19	Spectrogram 1	1	11.520000000	13.621333333	2320.312	3398.438	3375.000	
20	Spectrogram 1	1	11.765333333	12.213333333	3328.125	3984.375	3750.000	Dendropsophus_microcephalus
21	Spectrogram 1	1	13.045333333	13.770666667	8601.562	9187.500	8625.000	
22	Spectrogram 1	1	13.472000000	13.738666667	3656.250	4359.375	3750.000	Dendropsophus_microcephalus
23	Spectrogram 1	1	14.474666667	14.805333333	3656.250	4242.188	3750.000	Dendropsophus_microcephalus
24	Spectrogram 1	1	15.669333333	15.968000000	3656.250	3960.938	3750.000	Dendropsophus_microcephalus
25	Spectrogram 1	1	16.245333333	16.970666667	8601.562	9257.812	8625.000	
26	Spectrogram 1	1	16.981333333	17.344000000	3656.250	4265.625	3750.000	Dendropsophus_microcephalus
27	Spectrogram 1	1	19.829333333	20.320000000	8601.562	9281.250	8625.000	
28	Spectrogram 1	1	19.850666667	20.149333333	3656.250	4289.062	3750.000	Dendropsophus_microcephalus
29	Spectrogram 1	1	21.728000000	22.400000000	8625.000	9304.688	8625.000	
30	Spectrogram 1	1	22.464000000	22.762666667	3328.125	4265.625	3750.000	Dendropsophus_microcephalus
31	Spectrogram 1	1	23.498666667	23.818666667	3656.250	4242.188	3750.000	Dendropsophus_microcephalus
32	Spectrogram 1	1	23.776000000	24.864000000	8601.562	9328.125	8625.000	
33	Spectrogram 1	1	24.650666667	24.949333333	3679.688	4382.812	3750.000	Dendropsophus_microcephalus
34	Spectrogram 1	1	25.706666667	26.080000000	3328.125	4359.375	3750.000	Dendropsophus_microcephalus
35	Spectrogram 1	1	26.368000000	27.733333333	8601.562	9375.000	8625.000	
36	Spectrogram 1	1	26.954666667	27.306666667	3679.688	4500.000	3750.000	Dendropsophus_microcephalus
37	Spectrogram 1	1	28.352000000	28.746666667	3656.250	4453.125	3750.000	Dendropsophus_microcephalus
38	Spectrogram 1	1	29.301333333	30.453333333	8601.562	9304.688	8625.000	
39	Spectrogram 1	1	29.322666667	29.525333333	2437.500	3187.500	2906.250	
40	Spectrogram 1	1	29.685333333	30.112000000	3656.250	4312.500	3750.000	Dendropsophus_microcephalus
41	Spectrogram 1	1	29.877333333	30.101333333	2625.000	3468.750	3468.750	
42	Spectrogram 1	1	30.261333333	32.928000000	2226.562	4335.938	3750.000	
43	Spectrogram 1	1	31.114666667	34.538666667	820.312	1570.312	937.500	
44	Spectrogram 1	1	32.117333333	33.077333333	8578.125	9351.562	8625.000	
45	Spectrogram 1	1	33.173333333	33.973333333	2039.062	3210.938	3000.000	
46	Spectrogram 1	1	33.728000000	34.101333333	2976.562	3984.375	3750.000	Dendropsophus_microcephalus
47	Spectrogram 1	1	34.154666667	34.986666667	2296.875	3117.188	2812.500	
48	Spectrogram 1	1	34.240000000	34.794666667	5484.375	5953.125	5625.000	
49	Spectrogram 1	1	34.389333333	35.584000000	8578.125	9351.562	8625.000	
50	Spectrogram 1	1	34.922666667	35.274666667	3328.125	4335.938	3750.000	Dendropsophus_microcephalus
51	Spectrogram 1	1	36.074666667	36.416000000	3328.125	4335.938	3750.000	Dendropsophus_microcephalus
52	Spectrogram 1	1	36.352000000	37.120000000	2296.875	3000.000	2625.000	
53	Spectrogram 1	1	36.480000000	37.098666667	5460.938	5929.688	5718.750	
54	Spectrogram 1	1	37.034666667	38.186666667	8578.125	9398.438	8625.000	
55	Spectrogram 1	1	37.194666667	37.610666667	3304.688	4406.250	3750.000	Dendropsophus_microcephalus
56	Spectrogram 1	1	37.354666667	37.653333333	2390.625	2812.500	2718.750	
57	Spectrogram 1	1	38.549333333	45.472000000	773.438	3937.500	3750.000	
58	Spectrogram 1	1	38.560000000	38.912000000	3656.250	4312.500	3750.000	Dendropsophus_microcephalus
59	Spectrogram 1	1	38.869333333	40.202666667	5367.188	5929.688	5437.500	
60	Spectrogram 1	1	39.776000000	40.800000000	8578.125	9304.688	8625.000	
61	Spectrogram 1	1	39.872000000	40.160000000	3656.250	4289.062	3750.000	Dendropsophus_microcephalus
62	Spectrogram 1	1	40.885333333	41.301333333	3656.250	3960.938	3750.000	Dendropsophus_microcephalus
63	Spectrogram 1	1	41.685333333	42.144000000	843.750	1312.500	937.500	
64	Spectrogram 1	1	41.760000000	43.861333333	5296.875	5929.688	5343.750	
65	Spectrogram 1	1	42.197333333	43.530666667	8578.125	9398.438	8625.000	
66	Spectrogram 1	1	43.904000000	44.277333333	3656.250	4265.625	3750.000	Dendropsophus_microcephalus
67	Spectrogram 1	1	43.936000000	44.309333333	5437.500	5812.500	5437.500	
68	Spectrogram 1	1	45.034666667	45.376000000	3328.125	4312.500	3750.000	Dendropsophus_microcephalus
69	Spectrogram 1	1	45.045333333	46.624000000	8578.125	9375.000	8625.000	
70	Spectrogram 1	1	45.610666667	47.104000000	2296.875	3140.625	2718.750	
71	Spectrogram 1	1	45.632000000	45.834666667	5531.250	5859.375	5812.500	
72	Spectrogram 1	1	45.952000000	47.072000000	5296.875	5976.562	5437.500	
73	Spectrogram 1	1	46.133333333	46.517333333	3656.250	4335.938	3750.000	Dendropsophus_microcephalus
74	Spectrogram 1	1	47.360000000	48.320000000	93.750	468.750	93.750	
75	Spectrogram 1	1	47.392000000	47.786666667	3656.250	4312.500	3750.000	Dendropsophus_microcephalus
76	Spectrogram 1	1	47.434666667	48.565333333	843.750	1195.312	937.500	
77	Spectrogram 1	1	47.477333333	48.714666667	1757.812	3046.875	2343.750	
78	Spectrogram 1	1	48.224000000	49.429333333	8578.125	9375.000	8625.000	
79	Spectrogram 1	1	48.437333333	49.045333333	93.750	398.438	93.750	
80	Spectrogram 1	1	48.789333333	49.098666667	3656.250	4312.500	3750.000	Dendropsophus_microcephalus
81	Spectrogram 1	1	49.632000000	51.210666667	93.750	421.875	93.750	
82	Spectrogram 1	1	50.058666667	50.378666667	3656.250	4312.500	3750.000	Dendropsophus_microcephalus
83	Spectrogram 1	1	50.720000000	51.786666667	8578.125	9398.438	8625.000	
84	Spectrogram 1	1	51.136000000	51.498666667	3656.250	4453.125	3750.000	Dendropsophus_microcephalus
85	Spectrogram 1	1	51.733333333	52.096000000	93.750	398.438	93.750	
86	Spectrogram 1	1	52.373333333	52.778666667	3679.688	4382.812	3750.000	Dendropsophus_microcephalus
87	Spectrogram 1	1	53.066666667	59.989333333	70.312	562.500	93.750	
88	Spectrogram 1	1	53.141333333	54.421333333	8578.125	9445.312	8625.000	
89	Spectrogram 1	1	53.493333333	53.888000000	3679.688	4265.625	3750.000	Dendropsophus_microcephalus
90	Spectrogram 1	1	54.624000000	55.050666667	3375.000	4312.500	3750.000	Dendropsophus_microcephalus
91	Spectrogram 1	1	56.032000000	57.237333333	8578.125	9375.000	8625.000	
92	Spectrogram 1	1	56.330666667	56.586666667	3656.250	4312.500	3750.000	Dendropsophus_microcephalus
93	Spectrogram 1	1	57.472000000	57.824000000	3656.250	4312.500	3750.000	Dendropsophus_microcephalus
94	Spectrogram 1	1	58.762666667	59.050666667	3187.500	3937.500	3750.000	
