Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.010666667	0.149333333	1664.062	2414.062	2343.75	Leptodactylus_fuscus
2	Spectrogram 1	1	0.608	0.725333333	1875	2507.812	2437.5	Leptodactylus_fuscus
3	Spectrogram 1	1	0.992	2.112	22195.312	24000	22781.25	
4	Spectrogram 1	1	1.621333333	1.888	3492.188	4359.375	3843.75	
5	Spectrogram 1	1	1.653333333	1.781333333	1921.875	2484.375	2343.75	Leptodactylus_fuscus
6	Spectrogram 1	1	1.717333333	1.856	19031.25	20132.812	19406.25	
7	Spectrogram 1	1	2.272	2.421333333	1710.938	2484.375	2437.5	Leptodactylus_fuscus
8	Spectrogram 1	1	2.933333333	3.061333333	2132.812	2671.875	2531.25	Leptodactylus_fuscus
9	Spectrogram 1	1	3.904	4.202666667	9164.062	10687.5	9468.75	
10	Spectrogram 1	1	3.946666667	4.16	11437.5	12914.062	11718.75	
11	Spectrogram 1	1	3.968	4.138666667	3726.562	4640.625	3937.5	
12	Spectrogram 1	1	3.968	4.149333333	1265.625	1781.25	1500	
13	Spectrogram 1	1	4.032	4.138666667	18984.375	20156.25	19218.75	
14	Spectrogram 1	1	4.352	4.533333333	2039.062	2507.812	2343.75	Leptodactylus_fuscus
15	Spectrogram 1	1	4.885333333	5.941333333	22148.438	24000	22687.5	
16	Spectrogram 1	1	4.992	5.130666667	1757.812	2531.25	2437.5	Leptodactylus_fuscus
17	Spectrogram 1	1	5.002666667	5.472	8250	14296.875	9468.75	
18	Spectrogram 1	1	5.674666667	5.877333333	8250	11179.688	8250	
19	Spectrogram 1	1	5.984	6.506666667	9328.125	10921.875	9750	
20	Spectrogram 1	1	6.048	6.133333333	8976.562	9562.5	9000	
21	Spectrogram 1	1	6.24	6.453333333	11507.812	12890.625	11625	
22	Spectrogram 1	1	6.250666667	6.4	19125	20132.812	19593.75	
23	Spectrogram 1	1	6.250666667	6.389333333	3468.75	4523.438	3937.5	
24	Spectrogram 1	1	6.656	6.816	10195.312	10640.625	10312.5	
25	Spectrogram 1	1	7.093333333	7.189333333	10101.562	10781.25	10500	
26	Spectrogram 1	1	7.2	7.349333333	1851.562	2554.688	2437.5	Leptodactylus_fuscus
27	Spectrogram 1	1	8.330666667	8.490666667	2039.062	2578.125	2437.5	Leptodactylus_fuscus
28	Spectrogram 1	1	8.362666667	8.565333333	9046.875	11132.812	9656.25	
29	Spectrogram 1	1	8.384	8.565333333	11484.375	12890.625	11718.75	
30	Spectrogram 1	1	8.416	8.544	19078.125	20273.438	19406.25	
31	Spectrogram 1	1	8.96	9.077333333	1781.25	2484.375	2437.5	Leptodactylus_fuscus
32	Spectrogram 1	1	9.6	9.738666667	1804.688	2578.125	2437.5	Leptodactylus_fuscus
33	Spectrogram 1	1	10.048	10.19733333	12000	12632.812	12187.5	
34	Spectrogram 1	1	10.06933333	10.29333333	1804.688	2507.812	2343.75	Leptodactylus_fuscus
35	Spectrogram 1	1	10.16533333	10.432	6093.75	6421.875	6093.75	
36	Spectrogram 1	1	10.304	10.496	3750	4570.312	3937.5	
37	Spectrogram 1	1	10.31466667	10.50666667	11460.938	12679.688	11906.25	
38	Spectrogram 1	1	11.264	11.41333333	2179.688	2578.125	2437.5	Leptodactylus_fuscus
39	Spectrogram 1	1	11.63733333	12	8203.125	11320.312	8250	
40	Spectrogram 1	1	11.69066667	11.85066667	11601.562	12726.562	11718.75	
41	Spectrogram 1	1	11.72266667	11.89333333	4312.5	4617.188	4312.5	
42	Spectrogram 1	1	12.34133333	12.52266667	6070.312	6375	6093.75	
43	Spectrogram 1	1	12.53333333	12.77866667	1265.625	2578.125	1500	Leptodactylus_fuscus
44	Spectrogram 1	1	12.58666667	12.74666667	18937.5	20156.25	19218.75	
45	Spectrogram 1	1	12.58666667	12.75733333	10101.562	10687.5	10218.75	
46	Spectrogram 1	1	12.59733333	12.77866667	11460.938	12843.75	11718.75	
47	Spectrogram 1	1	12.59733333	12.74666667	3515.625	4054.688	3937.5	
48	Spectrogram 1	1	12.90666667	13.17333333	8226.562	13898.438	8906.25	
49	Spectrogram 1	1	13.024	13.19466667	1523.438	2554.688	2437.5	Leptodactylus_fuscus
50	Spectrogram 1	1	13.664	13.792	1828.125	2507.812	2437.5	Leptodactylus_fuscus
51	Spectrogram 1	1	14.42133333	14.74133333	11460.938	12960.938	11625	
52	Spectrogram 1	1	14.54933333	14.70933333	9984.375	10523.438	10312.5	
53	Spectrogram 1	1	14.57066667	14.72	18937.5	19804.688	19125	
54	Spectrogram 1	1	14.944	15.09333333	1828.125	2531.25	2343.75	Leptodactylus_fuscus
55	Spectrogram 1	1	16.33066667	16.832	8203.125	14203.125	10968.75	
56	Spectrogram 1	1	16.45866667	16.81066667	3375	4007.812	3937.5	
57	Spectrogram 1	1	16.608	16.78933333	1687.5	2625	2343.75	Leptodactylus_fuscus
58	Spectrogram 1	1	16.66133333	16.8	18984.375	19781.25	19500	
59	Spectrogram 1	1	17.568	17.792	11601.562	12351.562	11906.25	
60	Spectrogram 1	1	17.92	18.03733333	2039.062	2578.125	2437.5	Leptodactylus_fuscus
61	Spectrogram 1	1	18.592	18.688	1289.062	1875	1500	
62	Spectrogram 1	1	18.784	18.92266667	9000	10804.688	9750	
63	Spectrogram 1	1	18.79466667	19.008	3703.125	4640.625	3843.75	
64	Spectrogram 1	1	18.80533333	18.93333333	18890.625	19804.688	19406.25	
65	Spectrogram 1	1	18.80533333	18.95466667	11460.938	12937.5	11718.75	
66	Spectrogram 1	1	20.21333333	20.416	8250	13664.062	12562.5	
67	Spectrogram 1	1	20.30933333	20.77866667	3421.875	4429.688	4125	
68	Spectrogram 1	1	20.53333333	20.78933333	9023.438	11132.812	9562.5	
69	Spectrogram 1	1	20.59733333	20.77866667	18750	20414.062	19125	
70	Spectrogram 1	1	20.59733333	20.8	11414.062	12984.375	11625	
71	Spectrogram 1	1	20.62933333	20.71466667	22335.938	23179.688	22875	
72	Spectrogram 1	1	20.62933333	20.71466667	20625	21398.438	21093.75	
73	Spectrogram 1	1	21.20533333	21.344	1828.125	2625	2437.5	Leptodactylus_fuscus
74	Spectrogram 1	1	21.96266667	22.112	1875	2554.688	2343.75	Leptodactylus_fuscus
75	Spectrogram 1	1	22.496	23.09333333	8109.375	12960.938	8156.25	
76	Spectrogram 1	1	22.51733333	22.69866667	3703.125	4523.438	3843.75	
77	Spectrogram 1	1	22.528	22.70933333	18796.875	20203.125	19218.75	
78	Spectrogram 1	1	22.53866667	22.688	13265.625	13640.625	13312.5	
79	Spectrogram 1	1	22.54933333	22.69866667	20554.688	21375	20906.25	
80	Spectrogram 1	1	22.76266667	22.90133333	1828.125	2484.375	2343.75	Leptodactylus_fuscus
81	Spectrogram 1	1	24.14933333	24.256	1945.312	2484.375	2343.75	Leptodactylus_fuscus
82	Spectrogram 1	1	24.66133333	24.82133333	1593.75	2203.125	1687.5	
83	Spectrogram 1	1	24.704	25.03466667	9445.312	10710.938	10218.75	
84	Spectrogram 1	1	24.736	24.97066667	11437.5	12609.375	11531.25	
85	Spectrogram 1	1	24.74666667	24.896	18914.062	19710.938	19125	
86	Spectrogram 1	1	25.472	25.92	8296.875	11343.75	10218.75	
87	Spectrogram 1	1	25.504	25.89866667	11531.25	13125	11718.75	
88	Spectrogram 1	1	25.81333333	26.00533333	1359.375	2507.812	1500	Leptodactylus_fuscus
89	Spectrogram 1	1	26.08	26.24	1054.688	1500	1125	
90	Spectrogram 1	1	26.432	26.624	1734.375	2578.125	2437.5	Leptodactylus_fuscus
91	Spectrogram 1	1	26.45333333	26.63466667	3656.25	4007.812	3937.5	
92	Spectrogram 1	1	26.464	26.64533333	9257.812	10710.938	10218.75	
93	Spectrogram 1	1	26.47466667	26.66666667	11437.5	12867.188	11718.75	
94	Spectrogram 1	1	26.496	26.64533333	18890.625	19757.812	19125	
95	Spectrogram 1	1	27.70133333	27.97866667	9914.062	11179.688	10125	
96	Spectrogram 1	1	27.776	27.98933333	8625	9703.125	9093.75	
97	Spectrogram 1	1	28.36266667	28.49066667	1804.688	2578.125	2437.5	Leptodactylus_fuscus
98	Spectrogram 1	1	28.61866667	28.75733333	2226.562	2718.75	2343.75	Leptodactylus_fuscus
99	Spectrogram 1	1	28.704	29.00266667	3421.875	4593.75	3937.5	
100	Spectrogram 1	1	28.82133333	28.992	18890.625	19875	19125	
101	Spectrogram 1	1	28.93866667	29.12	1710.938	2554.688	2437.5	Leptodactylus_fuscus
102	Spectrogram 1	1	30.37866667	30.51733333	1875	2507.812	2437.5	Leptodactylus_fuscus
103	Spectrogram 1	1	31.24266667	31.49866667	1734.375	2718.75	2343.75	Leptodactylus_fuscus
104	Spectrogram 1	1	31.38133333	31.62666667	3468.75	4640.625	3843.75	
105	Spectrogram 1	1	31.47733333	31.63733333	18703.125	20437.5	19500	
106	Spectrogram 1	1	31.488	31.60533333	20695.312	21539.062	21000	
107	Spectrogram 1	1	31.91466667	32.032	1945.312	2437.5	2343.75	Leptodactylus_fuscus
108	Spectrogram 1	1	32.43733333	32.55466667	1851.562	2484.375	2437.5	Leptodactylus_fuscus
109	Spectrogram 1	1	32.77866667	32.94933333	16101.562	16429.688	16218.75	
110	Spectrogram 1	1	33.10933333	33.26933333	1734.375	2554.688	2343.75	Leptodactylus_fuscus
111	Spectrogram 1	1	33.248	33.55733333	7640.625	8039.062	7781.25	
112	Spectrogram 1	1	33.42933333	33.57866667	3679.688	4500	3843.75	
113	Spectrogram 1	1	33.44	33.58933333	18820.312	19898.438	19125	
114	Spectrogram 1	1	33.67466667	33.94133333	1171.875	2531.25	2343.75	Leptodactylus_fuscus
115	Spectrogram 1	1	35.36	35.52	3632.812	4523.438	3843.75	
116	Spectrogram 1	1	35.36	35.50933333	1781.25	2718.75	2343.75	Leptodactylus_fuscus
117	Spectrogram 1	1	35.37066667	35.50933333	18867.188	19687.5	19125	
118	Spectrogram 1	1	35.904	36.46933333	15257.812	15843.75	15656.25	
119	Spectrogram 1	1	35.95733333	36.13866667	1734.375	2695.312	2437.5	Leptodactylus_fuscus
120	Spectrogram 1	1	36.48	36.81066667	8132.812	9421.875	8156.25	
121	Spectrogram 1	1	36.69333333	36.90666667	1546.875	2343.75	2250	Leptodactylus_fuscus
122	Spectrogram 1	1	37.00266667	37.312	3421.875	4640.625	3843.75	
123	Spectrogram 1	1	37.056	37.17333333	18937.5	19734.375	19406.25	
124	Spectrogram 1	1	37.06666667	37.29066667	8250	8906.25	8343.75	
125	Spectrogram 1	1	38.63466667	38.82666667	1804.688	2671.875	2343.75	Leptodactylus_fuscus
126	Spectrogram 1	1	38.976	39.27466667	9070.312	9609.375	9281.25	
127	Spectrogram 1	1	38.99733333	39.38133333	9867.188	10781.25	9937.5	
128	Spectrogram 1	1	39.2	39.936	20695.312	24000	23906.25	
129	Spectrogram 1	1	39.31733333	39.936	11460.938	13382.812	11718.75	
130	Spectrogram 1	1	39.69066667	39.98933333	3445.312	4031.25	3843.75	
131	Spectrogram 1	1	39.73333333	39.904	18937.5	20367.188	19125	
132	Spectrogram 1	1	39.73333333	39.91466667	9890.625	10804.688	10218.75	
133	Spectrogram 1	1	39.73333333	39.92533333	8226.562	8531.25	8343.75	
134	Spectrogram 1	1	39.73333333	39.92533333	4218.75	4710.938	4312.5	
135	Spectrogram 1	1	39.76533333	39.904	9117.188	9679.688	9562.5	
136	Spectrogram 1	1	40.05333333	40.192	8789.062	9632.812	8906.25	
137	Spectrogram 1	1	40.064	40.18133333	9890.625	11156.25	10031.25	
138	Spectrogram 1	1	40.53333333	41.07733333	7851.562	8578.125	7875	
139	Spectrogram 1	1	41.39733333	41.984	8250	14671.875	9656.25	
140	Spectrogram 1	1	41.42933333	41.568	18960.938	19664.062	19406.25	
141	Spectrogram 1	1	41.472	41.77066667	1640.625	2437.5	2343.75	Leptodactylus_fuscus
142	Spectrogram 1	1	41.68533333	41.84533333	14882.812	15187.5	15000	
143	Spectrogram 1	1	42.112	42.976	7781.25	8578.125	7781.25	
144	Spectrogram 1	1	42.22933333	42.38933333	1664.062	2531.25	2343.75	Leptodactylus_fuscus
