Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.010666667	0.149333333	914.062	1359.375	1312.5	
2	Spectrogram 1	1	0.032	0.266666667	1570.312	2812.5	2531.25	Leptodactylus_fuscus
3	Spectrogram 1	1	0.522666667	0.917333333	1570.312	2742.188	2531.25	Leptodactylus_fuscus
4	Spectrogram 1	1	0.832	1.12	8437.5	9070.312	8531.25	
5	Spectrogram 1	1	1.034666667	1.12	9351.562	9960.938	9375	
6	Spectrogram 1	1	1.237333333	1.482666667	8578.125	12750	10875	
7	Spectrogram 1	1	1.397333333	1.706666667	1664.062	2789.062	2531.25	Leptodactylus_fuscus
8	Spectrogram 1	1	1.749333333	2.048	8390.625	10992.188	8437.5	
9	Spectrogram 1	1	1.824	2.048	3023.438	3375	3375	
10	Spectrogram 1	1	1.834666667	2.026666667	4195.312	4687.5	4218.75	
11	Spectrogram 1	1	2.026666667	2.325333333	1593.75	2789.062	2531.25	Leptodactylus_fuscus
12	Spectrogram 1	1	2.058666667	2.730666667	6070.312	6609.375	6375	
13	Spectrogram 1	1	2.442666667	2.666666667	8460.938	13312.5	8718.75	
14	Spectrogram 1	1	2.570666667	2.730666667	1734.375	2625	2250	Leptodactylus_fuscus
15	Spectrogram 1	1	2.634666667	2.805333333	2882.812	3257.812	3093.75	
16	Spectrogram 1	1	2.986666667	3.338666667	1734.375	2789.062	2437.5	Leptodactylus_fuscus
17	Spectrogram 1	1	3.04	3.285333333	8437.5	9164.062	8625	
18	Spectrogram 1	1	3.072	3.2	9328.125	10218.75	10125	
19	Spectrogram 1	1	3.082666667	3.253333333	4242.188	4640.625	4312.5	
20	Spectrogram 1	1	3.466666667	3.701333333	8507.812	12398.438	9000	
21	Spectrogram 1	1	3.744	3.893333333	1734.375	2601.562	2250	Leptodactylus_fuscus
22	Spectrogram 1	1	3.925333333	4.149333333	1664.062	2718.75	2531.25	Leptodactylus_fuscus
23	Spectrogram 1	1	4.330666667	4.661333333	1617.188	2671.875	2531.25	Leptodactylus_fuscus
24	Spectrogram 1	1	4.533333333	4.746666667	8437.5	9070.312	8531.25	
25	Spectrogram 1	1	4.565333333	4.746666667	4218.75	4617.188	4312.5	
26	Spectrogram 1	1	4.64	4.832	2953.125	3304.688	3093.75	
27	Spectrogram 1	1	4.832	5.152	8414.062	13335.938	8531.25	
28	Spectrogram 1	1	4.885333333	5.066666667	1687.5	2601.562	2437.5	Leptodactylus_fuscus
29	Spectrogram 1	1	5.269333333	5.664	1710.938	2789.062	2437.5	Leptodactylus_fuscus
30	Spectrogram 1	1	5.386666667	5.472	9421.875	10289.062	10031.25	
31	Spectrogram 1	1	5.781333333	6.048	8414.062	9070.312	8531.25	
32	Spectrogram 1	1	5.845333333	6.026666667	4195.312	4710.938	4218.75	
33	Spectrogram 1	1	5.984	6.325333333	1640.625	2742.188	2437.5	Leptodactylus_fuscus
34	Spectrogram 1	1	6.165333333	6.314666667	8671.875	12257.812	9093.75	
35	Spectrogram 1	1	6.176	6.261333333	12421.875	13007.812	12750	
36	Spectrogram 1	1	6.485333333	6.688	1757.812	2671.875	2437.5	Leptodactylus_fuscus
37	Spectrogram 1	1	6.581333333	6.997333333	2929.688	4007.812	3937.5	
38	Spectrogram 1	1	6.709333333	6.997333333	8437.5	9187.5	8625	
39	Spectrogram 1	1	6.762666667	6.986666667	4195.312	4593.75	4218.75	
40	Spectrogram 1	1	6.890666667	7.050666667	1687.5	2625	2250	Leptodactylus_fuscus
41	Spectrogram 1	1	7.029333333	7.637333333	6093.75	6609.375	6375	
42	Spectrogram 1	1	7.36	7.573333333	8460.938	13875	8718.75	
43	Spectrogram 1	1	7.434666667	7.690666667	1617.188	2648.438	2437.5	Leptodactylus_fuscus
44	Spectrogram 1	1	7.797333333	8.010666667	3562.5	4195.312	3937.5	
45	Spectrogram 1	1	7.893333333	8.213333333	2906.25	3398.438	3375	
46	Spectrogram 1	1	7.925333333	8.277333333	8343.75	10851.562	8343.75	
47	Spectrogram 1	1	8.021333333	8.181333333	1757.812	2601.562	2250	Leptodactylus_fuscus
48	Spectrogram 1	1	8.053333333	8.245333333	4195.312	4687.5	4312.5	
49	Spectrogram 1	1	8.352	8.565333333	1757.812	2742.188	2437.5	Leptodactylus_fuscus
50	Spectrogram 1	1	8.650666667	8.8	1757.812	2578.125	2250	Leptodactylus_fuscus
51	Spectrogram 1	1	8.853333333	9.28	3585.938	4640.625	3937.5	
52	Spectrogram 1	1	8.928	9.162666667	9375	10570.312	9468.75	
53	Spectrogram 1	1	9.045333333	9.312	8296.875	9210.938	8343.75	
54	Spectrogram 1	1	9.162666667	9.546666667	937.5	2695.312	2437.5	Leptodactylus_fuscus
55	Spectrogram 1	1	9.44	9.589333333	8671.875	12140.625	8718.75	
56	Spectrogram 1	1	9.461333333	9.610666667	2882.812	3281.25	3281.25	
57	Spectrogram 1	1	9.941333333	10.10133333	1710.938	2578.125	2250	Leptodactylus_fuscus
58	Spectrogram 1	1	9.973333333	10.26133333	3562.5	4171.875	3937.5	
59	Spectrogram 1	1	10.05866667	10.47466667	8296.875	13359.375	8718.75	
60	Spectrogram 1	1	10.15466667	11.63733333	21375	24000	23156.25	
61	Spectrogram 1	1	10.22933333	10.63466667	1570.312	2718.75	2531.25	Leptodactylus_fuscus
62	Spectrogram 1	1	10.25066667	10.44266667	4218.75	4664.062	4312.5	
63	Spectrogram 1	1	10.76266667	10.98666667	1664.062	2765.625	2437.5	Leptodactylus_fuscus
64	Spectrogram 1	1	10.98666667	11.22133333	3562.5	4171.875	3937.5	
65	Spectrogram 1	1	11.008	11.14666667	2976.562	3375	3281.25	
66	Spectrogram 1	1	11.08266667	11.24266667	8695.312	10757.812	10593.75	
67	Spectrogram 1	1	11.21066667	11.424	1265.625	2601.562	2343.75	Leptodactylus_fuscus
68	Spectrogram 1	1	11.31733333	11.776	6210.938	6539.062	6375	
69	Spectrogram 1	1	11.37066667	11.63733333	8320.312	9140.625	8343.75	
70	Spectrogram 1	1	11.82933333	11.968	2929.688	3468.75	3468.75	
71	Spectrogram 1	1	11.85066667	12.04266667	1687.5	2578.125	2250	Leptodactylus_fuscus
72	Spectrogram 1	1	11.98933333	12.10666667	8507.812	10875	8625	
73	Spectrogram 1	1	12.02133333	12.29866667	3562.5	4242.188	3937.5	
74	Spectrogram 1	1	12.416	12.62933333	1710.938	2625	2250	Leptodactylus_fuscus
75	Spectrogram 1	1	12.65066667	12.87466667	8414.062	9140.625	8718.75	
76	Spectrogram 1	1	12.68266667	12.85333333	4218.75	4710.938	4218.75	
77	Spectrogram 1	1	12.74666667	12.864	9492.188	10054.688	9656.25	
78	Spectrogram 1	1	13.04533333	13.20533333	1804.688	2625	2250	Leptodactylus_fuscus
79	Spectrogram 1	1	13.39733333	13.54666667	8578.125	10312.5	8718.75	
80	Spectrogram 1	1	13.42933333	13.52533333	10945.312	11437.5	11062.5	
81	Spectrogram 1	1	13.58933333	13.99466667	2718.75	3421.875	3375	
82	Spectrogram 1	1	13.65333333	14.05866667	8367.188	13382.812	8718.75	
83	Spectrogram 1	1	13.664	13.86666667	1617.188	2601.562	2250	Leptodactylus_fuscus
84	Spectrogram 1	1	13.696	13.86666667	3867.188	4734.375	3937.5	
85	Spectrogram 1	1	14.09066667	14.464	6000	6328.125	6187.5	
86	Spectrogram 1	1	14.12266667	14.45333333	1757.812	3210.938	2437.5	Leptodactylus_fuscus
87	Spectrogram 1	1	14.47466667	14.784	1734.375	3257.812	2343.75	Leptodactylus_fuscus
88	Spectrogram 1	1	14.90133333	15.08266667	1664.062	2578.125	2250	Leptodactylus_fuscus
89	Spectrogram 1	1	15.25333333	15.47733333	8390.625	9093.75	8437.5	
90	Spectrogram 1	1	15.424	15.70133333	2906.25	4054.688	3937.5	
91	Spectrogram 1	1	15.49866667	15.79733333	1500	2578.125	2250	Leptodactylus_fuscus
92	Spectrogram 1	1	16.34133333	16.672	3492.188	4734.375	3937.5	
93	Spectrogram 1	1	16.36266667	16.58666667	1593.75	2601.562	2250	Leptodactylus_fuscus
94	Spectrogram 1	1	16.46933333	16.832	8343.75	11625	8343.75	
95	Spectrogram 1	1	16.46933333	17.216	6070.312	6515.625	6375	
96	Spectrogram 1	1	16.59733333	16.71466667	11812.5	12468.75	12093.75	
97	Spectrogram 1	1	16.90666667	17.30133333	1687.5	2648.438	2250	Leptodactylus_fuscus
98	Spectrogram 1	1	16.94933333	17.248	8460.938	13242.188	8718.75	
99	Spectrogram 1	1	17.01333333	17.17333333	13453.125	14179.688	13687.5	
100	Spectrogram 1	1	17.33333333	17.68533333	3796.875	4710.938	3937.5	
101	Spectrogram 1	1	17.536	17.696	1687.5	2601.562	2250	Leptodactylus_fuscus
102	Spectrogram 1	1	17.61066667	17.728	9281.25	10335.938	10312.5	
103	Spectrogram 1	1	17.92	18.08	8648.438	10968.75	8718.75	
104	Spectrogram 1	1	18.048	18.21866667	1640.625	2578.125	2437.5	Leptodactylus_fuscus
105	Spectrogram 1	1	18.28266667	18.77333333	3609.375	4500	3937.5	
106	Spectrogram 1	1	18.50666667	18.80533333	8390.625	10757.812	8531.25	
107	Spectrogram 1	1	18.528	18.69866667	1664.062	2601.562	2250	Leptodactylus_fuscus
108	Spectrogram 1	1	18.98666667	19.104	8742.188	11109.375	8906.25	
109	Spectrogram 1	1	19.02933333	19.2	2906.25	3398.438	3281.25	
110	Spectrogram 1	1	19.392	19.70133333	3562.5	4195.312	4031.25	
111	Spectrogram 1	1	19.456	19.616	1640.625	2648.438	2250	Leptodactylus_fuscus
112	Spectrogram 1	1	19.86133333	20.46933333	8367.188	13335.938	8531.25	
113	Spectrogram 1	1	19.968	20.13866667	1664.062	2625	2437.5	Leptodactylus_fuscus
114	Spectrogram 1	1	20.32	20.72533333	1687.5	3398.438	2250	Leptodactylus_fuscus
115	Spectrogram 1	1	21.024	21.33333333	3609.375	4335.938	3937.5	
116	Spectrogram 1	1	21.04533333	21.20533333	1664.062	2554.688	2250	Leptodactylus_fuscus
117	Spectrogram 1	1	21.06666667	21.6	8296.875	11460.938	8343.75	
118	Spectrogram 1	1	21.29066667	21.42933333	1828.125	2437.5	2250	Leptodactylus_fuscus
119	Spectrogram 1	1	21.536	22.37866667	21609.375	24000	23906.25	
120	Spectrogram 1	1	21.54666667	22.03733333	6117.188	6515.625	6375	
121	Spectrogram 1	1	21.61066667	21.77066667	1570.312	2531.25	2437.5	Leptodactylus_fuscus
122	Spectrogram 1	1	21.888	22.03733333	1851.562	2507.812	2437.5	Leptodactylus_fuscus
123	Spectrogram 1	1	22.18666667	22.368	1687.5	2554.688	2437.5	Leptodactylus_fuscus
124	Spectrogram 1	1	22.22933333	22.44266667	3000	3820.312	3750	
125	Spectrogram 1	1	22.272	22.528	8320.312	10640.625	8343.75	
126	Spectrogram 1	1	22.528	22.848	1687.5	2601.562	2531.25	Leptodactylus_fuscus
127	Spectrogram 1	1	22.656	22.86933333	8414.062	13406.25	9000	
128	Spectrogram 1	1	23.22133333	23.54133333	3585.938	4617.188	3937.5	
129	Spectrogram 1	1	23.31733333	23.56266667	8320.312	9093.75	8437.5	
130	Spectrogram 1	1	23.73333333	24.02133333	1593.75	2671.875	2531.25	Leptodactylus_fuscus
131	Spectrogram 1	1	23.88266667	24.30933333	6187.5	6515.625	6375	
132	Spectrogram 1	1	24.05333333	24.61866667	8320.312	11109.375	8343.75	
133	Spectrogram 1	1	24.11733333	24.512	3515.625	4101.562	3937.5	
134	Spectrogram 1	1	24.11733333	24.256	1734.375	2531.25	2250	Leptodactylus_fuscus
135	Spectrogram 1	1	24.384	24.8	1593.75	2695.312	2531.25	Leptodactylus_fuscus
136	Spectrogram 1	1	24.40533333	24.58666667	4171.875	4664.062	4218.75	
137	Spectrogram 1	1	24.91733333	25.20533333	1570.312	2648.438	2531.25	Leptodactylus_fuscus
138	Spectrogram 1	1	24.96	25.06666667	9117.188	10476.562	9937.5	
139	Spectrogram 1	1	25.248	25.48266667	3585.938	4007.812	3937.5	
140	Spectrogram 1	1	25.30133333	25.71733333	8296.875	11132.812	8343.75	
141	Spectrogram 1	1	25.39733333	25.81333333	1664.062	2671.875	2531.25	Leptodactylus_fuscus
142	Spectrogram 1	1	25.81333333	26.34666667	6187.5	6515.625	6375	
143	Spectrogram 1	1	26.06933333	26.272	8437.5	13007.812	8718.75	
144	Spectrogram 1	1	26.12266667	26.34666667	1617.188	2648.438	2531.25	Leptodactylus_fuscus
145	Spectrogram 1	1	26.31466667	26.61333333	3562.5	4054.688	3937.5	
146	Spectrogram 1	1	26.56	26.79466667	8343.75	8906.25	8531.25	
147	Spectrogram 1	1	26.79466667	26.93333333	1734.375	2484.375	2250	Leptodactylus_fuscus
148	Spectrogram 1	1	27.14666667	27.47733333	8507.812	11320.312	8625	
149	Spectrogram 1	1	27.43466667	27.57333333	1734.375	2531.25	2250	Leptodactylus_fuscus
