Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.224000000	0.554666667	820.312	3328.125	1593.750	Leptodactylus_fragilis
2	Spectrogram 1	1	0.469333333	0.970666667	5273.438	6281.250	5484.375	
3	Spectrogram 1	1	0.512000000	0.853333333	7218.750	7804.688	7265.625	
4	Spectrogram 1	1	0.522666667	0.928000000	8906.250	9398.438	9000.000	
5	Spectrogram 1	1	0.565333333	0.810666667	11320.312	11882.812	11578.125	
6	Spectrogram 1	1	0.714666667	1.098666667	3820.312	4734.375	4125.000	
7	Spectrogram 1	1	0.768000000	0.938666667	15960.938	16500.000	16312.500	
8	Spectrogram 1	1	0.768000000	0.981333333	12093.750	13828.125	12562.500	
9	Spectrogram 1	1	1.610666667	1.877333333	5203.125	6093.750	5203.125	
10	Spectrogram 1	1	1.962666667	2.261333333	820.312	3351.562	1640.625	Leptodactylus_fragilis
11	Spectrogram 1	1	2.037333333	2.304000000	7429.688	7734.375	7453.125	
12	Spectrogram 1	1	2.453333333	2.976000000	3820.312	6234.375	4078.125	
13	Spectrogram 1	1	2.506666667	2.965333333	11343.750	13757.812	12656.250	
14	Spectrogram 1	1	2.592000000	2.794666667	15820.312	16476.562	16312.500	
15	Spectrogram 1	1	2.677333333	2.858666667	8929.688	9445.312	9046.875	
16	Spectrogram 1	1	2.944000000	3.274666667	773.438	3375.000	1593.750	Leptodactylus_fragilis
17	Spectrogram 1	1	3.605333333	4.053333333	4828.125	6257.812	5015.625	
18	Spectrogram 1	1	3.669333333	3.978666667	8906.250	9445.312	9000.000	
19	Spectrogram 1	1	3.680000000	3.872000000	7429.688	7757.812	7453.125	
20	Spectrogram 1	1	3.733333333	4.085333333	10781.250	12468.750	12281.250	
21	Spectrogram 1	1	3.786666667	4.096000000	3796.875	4710.938	4125.000	
22	Spectrogram 1	1	3.840000000	4.064000000	15843.750	16453.125	16312.500	
23	Spectrogram 1	1	3.861333333	4.064000000	13007.812	13851.562	13125.000	
24	Spectrogram 1	1	4.010666667	4.160000000	7195.312	7734.375	7265.625	
25	Spectrogram 1	1	4.192000000	4.341333333	4851.562	5296.875	5015.625	
26	Spectrogram 1	1	4.629333333	4.789333333	4851.562	5226.562	5015.625	
27	Spectrogram 1	1	4.736000000	5.066666667	796.875	3375.000	1640.625	Leptodactylus_fragilis
28	Spectrogram 1	1	4.746666667	5.120000000	5179.688	6304.688	5203.125	
29	Spectrogram 1	1	4.885333333	5.045333333	8929.688	9679.688	9000.000	
30	Spectrogram 1	1	4.906666667	5.397333333	3820.312	5109.375	4078.125	
31	Spectrogram 1	1	4.917333333	5.098666667	12281.250	13218.750	12656.250	
32	Spectrogram 1	1	5.098666667	5.397333333	11437.500	12468.750	12281.250	
33	Spectrogram 1	1	5.098666667	5.344000000	8906.250	9328.125	8953.125	
34	Spectrogram 1	1	5.152000000	5.376000000	15773.438	16500.000	16265.625	
35	Spectrogram 1	1	5.205333333	5.365333333	13476.562	13851.562	13687.500	
36	Spectrogram 1	1	5.258666667	5.365333333	5390.625	5976.562	5437.500	
37	Spectrogram 1	1	5.418666667	5.866666667	7218.750	7804.688	7218.750	
38	Spectrogram 1	1	5.685333333	5.952000000	5343.750	6281.250	5437.500	
39	Spectrogram 1	1	5.760000000	5.909333333	10617.188	11554.688	11390.625	
40	Spectrogram 1	1	6.112000000	6.272000000	4828.125	5132.812	5015.625	
41	Spectrogram 1	1	6.506666667	6.912000000	9914.062	10640.625	10078.125	
42	Spectrogram 1	1	6.506666667	6.976000000	4828.125	6304.688	5015.625	
43	Spectrogram 1	1	6.560000000	6.944000000	11320.312	13875.000	12656.250	
44	Spectrogram 1	1	6.581333333	6.944000000	3820.312	4898.438	4125.000	
45	Spectrogram 1	1	6.677333333	6.912000000	15585.938	16570.312	15703.125	
46	Spectrogram 1	1	6.709333333	6.944000000	8859.375	9632.812	8953.125	
47	Spectrogram 1	1	7.690666667	7.989333333	4851.562	6257.812	5015.625	
48	Spectrogram 1	1	7.733333333	7.968000000	9937.500	11132.812	10078.125	
49	Spectrogram 1	1	7.797333333	7.957333333	8882.812	9539.062	9046.875	
50	Spectrogram 1	1	7.829333333	8.138666667	3867.188	4406.250	3984.375	
51	Spectrogram 1	1	7.861333333	8.106666667	843.750	3140.625	1500.000	Leptodactylus_fragilis
52	Spectrogram 1	1	8.010666667	8.288000000	7429.688	7757.812	7500.000	
53	Spectrogram 1	1	8.330666667	8.480000000	4828.125	5203.125	5015.625	
54	Spectrogram 1	1	8.672000000	8.853333333	15820.312	16546.875	16312.500	
55	Spectrogram 1	1	8.682666667	8.896000000	3914.062	5132.812	4078.125	
56	Spectrogram 1	1	8.704000000	9.173333333	5273.438	6234.375	5484.375	
57	Spectrogram 1	1	8.938666667	9.152000000	10335.938	11156.250	11109.375	
58	Spectrogram 1	1	8.981333333	9.322666667	820.312	3351.562	1640.625	Leptodactylus_fragilis
