Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.010666667	0.245333333	3492.188	5671.875	3937.500	
2	Spectrogram 1	1	0.416000000	1.322666667	7617.188	8742.188	7687.500	
3	Spectrogram 1	1	0.810666667	0.949333333	4125.000	4734.375	4218.750	
4	Spectrogram 1	1	0.928000000	1.024000000	1523.438	2484.375	2250.000	
5	Spectrogram 1	1	1.408000000	1.621333333	3632.812	4921.875	3937.500	
6	Spectrogram 1	1	1.461333333	1.610666667	7734.375	8929.688	7875.000	
7	Spectrogram 1	1	2.048000000	2.560000000	890.625	2625.000	2062.500	Nyctidromus_albicollis
8	Spectrogram 1	1	2.261333333	2.901333333	3468.750	5812.500	3843.750	
9	Spectrogram 1	1	2.976000000	4.021333333	7593.750	9375.000	7593.750	
10	Spectrogram 1	1	3.520000000	4.010666667	3632.812	5835.938	3937.500	
11	Spectrogram 1	1	4.725333333	5.237333333	937.500	2625.000	2062.500	Nyctidromus_albicollis
12	Spectrogram 1	1	4.746666667	4.906666667	4101.562	4593.750	4125.000	
13	Spectrogram 1	1	5.301333333	5.536000000	4148.438	5578.125	4218.750	
14	Spectrogram 1	1	5.312000000	5.472000000	8414.062	8882.812	8437.500	
15	Spectrogram 1	1	5.909333333	6.944000000	7546.875	8976.562	7593.750	
16	Spectrogram 1	1	6.570666667	6.933333333	3492.188	5695.312	3937.500	
17	Spectrogram 1	1	7.146666667	7.232000000	4781.250	5320.312	4781.250	
18	Spectrogram 1	1	7.573333333	8.085333333	914.062	2695.312	2062.500	Nyctidromus_albicollis
19	Spectrogram 1	1	8.064000000	8.768000000	3445.312	5718.750	3937.500	
20	Spectrogram 1	1	8.586666667	8.746666667	8296.875	8812.500	8343.750	
21	Spectrogram 1	1	8.682666667	9.749333333	7546.875	8906.250	7593.750	
22	Spectrogram 1	1	9.013333333	9.173333333	3609.375	4804.688	3937.500	
23	Spectrogram 1	1	9.845333333	10.421333333	3468.750	5789.062	3937.500	
24	Spectrogram 1	1	9.941333333	10.474666667	914.062	2648.438	1968.750	Nyctidromus_albicollis
25	Spectrogram 1	1	11.360000000	11.573333333	3796.875	5414.062	4031.250	
26	Spectrogram 1	1	11.402666667	11.520000000	8015.625	8671.875	8062.500	
27	Spectrogram 1	1	11.850666667	12.789333333	7570.312	8179.688	7593.750	
28	Spectrogram 1	1	12.149333333	12.661333333	937.500	2648.438	2062.500	Nyctidromus_albicollis
29	Spectrogram 1	1	12.234666667	12.554666667	3492.188	5765.625	3937.500	
30	Spectrogram 1	1	12.746666667	13.120000000	7734.375	9117.188	7968.750	
31	Spectrogram 1	1	12.778666667	13.130666667	3492.188	5367.188	3937.500	
32	Spectrogram 1	1	14.037333333	14.400000000	3515.625	5812.500	3937.500	
33	Spectrogram 1	1	14.240000000	14.752000000	960.938	2625.000	2062.500	Nyctidromus_albicollis
34	Spectrogram 1	1	14.570666667	15.221333333	7617.188	9210.938	7687.500	
35	Spectrogram 1	1	14.698666667	14.869333333	4031.250	5320.312	4125.000	
36	Spectrogram 1	1	15.605333333	15.850666667	3656.250	4921.875	3937.500	
37	Spectrogram 1	1	15.690666667	15.850666667	7734.375	8835.938	7875.000	
38	Spectrogram 1	1	16.042666667	16.629333333	3492.188	5765.625	3843.750	
39	Spectrogram 1	1	16.362666667	16.586666667	8250.000	9140.625	8437.500	
40	Spectrogram 1	1	16.554666667	17.077333333	867.188	2648.438	2343.750	Nyctidromus_albicollis
41	Spectrogram 1	1	17.194666667	18.080000000	7617.188	8929.688	7875.000	
42	Spectrogram 1	1	17.813333333	18.080000000	3703.125	5062.500	3937.500	
43	Spectrogram 1	1	18.250666667	18.826666667	3468.750	5625.000	3937.500	
44	Spectrogram 1	1	19.072000000	19.584000000	937.500	2648.438	2062.500	Nyctidromus_albicollis
45	Spectrogram 1	1	20.117333333	20.480000000	7687.500	9093.750	7968.750	
46	Spectrogram 1	1	20.117333333	20.512000000	3562.500	5789.062	3937.500	
47	Spectrogram 1	1	20.832000000	20.896000000	9515.625	10429.688	9843.750	
48	Spectrogram 1	1	20.832000000	20.906666667	5015.625	5859.375	5437.500	
